node,type
G_60561,gene
G_8632,gene
G_10379,gene
G_10661,gene
G_56704,gene
G_8930,gene
G_23184,gene
G_27151,gene
G_5681,gene
G_7123,gene
G_170825,gene
G_6445,gene
G_1475,gene
G_22872,gene
G_283987,gene
G_22884,gene
G_1656,gene
G_497661,gene
G_3612,gene
G_56992,gene
G_23581,gene
G_57178,gene
G_4118,gene
G_55623,gene
G_3782,gene
G_25794,gene
G_105371045,gene
G_253738,gene
G_255101,gene
G_23432,gene
G_54914,gene
G_2936,gene
G_5792,gene
G_55699,gene
G_126695,gene
G_1660,gene
G_2266,gene
G_2243,gene
G_2244,gene
G_64240,gene
G_729991,gene
G_131405,gene
G_10406,gene
G_55167,gene
G_4191,gene
G_22820,gene
G_166785,gene
G_79991,gene
G_55596,gene
G_118491,gene
G_4849,gene
G_643641,gene
G_10297,gene
G_388558,gene
G_147409,gene
G_9922,gene
G_285282,gene
G_284098,gene
G_84833,gene
G_84522,gene
G_43,gene
G_2591,gene
G_9725,gene
G_345643,gene
G_54443,gene
G_8621,gene
G_133686,gene
G_5587,gene
G_93587,gene
G_1337,gene
G_115948,gene
G_2302,gene
G_8905,gene
G_8504,gene
G_55217,gene
G_53405,gene
G_55869,gene
G_56521,gene
G_1062,gene
G_79868,gene
G_3745,gene
G_3547,gene
G_10126,gene
G_9622,gene
G_27184,gene
G_23780,gene
G_6854,gene
G_267012,gene
G_65078,gene
G_83999,gene
G_1741,gene
G_3192,gene
G_420,gene
G_10940,gene
G_22796,gene
G_63910,gene
G_112939,gene
G_29978,gene
G_11274,gene
G_2664,gene
G_4864,gene
G_80324,gene
G_7319,gene
G_10013,gene
G_5000,gene
G_81620,gene
G_23594,gene
G_990,gene
G_55036,gene
G_339829,gene
G_10771,gene
G_11340,gene
G_1021,gene
G_9882,gene
G_1300,gene
G_139411,gene
G_2995,gene
G_51091,gene
G_5145,gene
G_4796,gene
G_79809,gene
G_113189,gene
G_28,gene
G_2916,gene
G_7504,gene
G_23169,gene
G_22995,gene
G_2979,gene
G_9759,gene
G_4935,gene
G_100,gene
G_9187,gene
G_1719,gene
G_51778,gene
G_224,gene
G_860,gene
G_1586,gene
G_1193,gene
G_54938,gene
G_1462,gene
G_121340,gene
G_55172,gene
G_84189,gene
G_126326,gene
G_8838,gene
G_51181,gene
G_83700,gene
G_55851,gene
G_4774,gene
G_7003,gene
G_3073,gene
G_355,gene
G_1583,gene
G_2160,gene
G_64780,gene
G_729359,gene
G_10216,gene
G_191,gene
G_340024,gene
G_93,gene
G_3818,gene
G_8772,gene
G_4214,gene
G_1258,gene
G_5995,gene
G_144165,gene
G_64446,gene
G_387715,gene
G_729,gene
G_716,gene
G_732,gene
G_28976,gene
G_11152,gene
G_7355,gene
G_731,gene
G_10747,gene
G_10002,gene
G_1604,gene
G_4088,gene
G_2581,gene
G_57716,gene
G_147495,gene
G_1121,gene
G_4907,gene
G_128866,gene
G_4843,gene
G_3383,gene
G_1141,gene
G_55997,gene
G_10265,gene
G_55806,gene
G_4594,gene
G_23400,gene
G_5582,gene
G_84342,gene
G_3293,gene
G_7289,gene
G_7074,gene
G_59336,gene
G_3747,gene
G_940,gene
G_490,gene
G_5456,gene
G_23209,gene
G_5788,gene
G_2890,gene
G_2741,gene
G_84891,gene
G_55164,gene
G_9790,gene
G_27232,gene
G_149465,gene
G_3454,gene
G_5455,gene
G_738,gene
G_10981,gene
G_9757,gene
G_5430,gene
G_4848,gene
G_101929726,gene
G_2323,gene
G_3034,gene
G_158401,gene
G_406932,gene
G_171558,gene
G_54796,gene
G_57670,gene
G_58499,gene
G_10194,gene
G_125150,gene
G_5993,gene
G_5994,gene
G_23308,gene
G_23135,gene
G_6659,gene
G_9254,gene
G_4897,gene
G_5927,gene
G_91801,gene
G_27022,gene
G_4653,gene
G_23607,gene
G_51807,gene
G_9578,gene
G_8566,gene
G_1841,gene
G_84936,gene
G_55904,gene
G_318,gene
G_85015,gene
G_24142,gene
G_56259,gene
G_90,gene
G_818,gene
G_881,gene
G_283652,gene
G_1777,gene
G_64834,gene
G_10233,gene
G_10606,gene
G_64359,gene
G_2770,gene
G_3572,gene
G_1733,gene
G_582,gene
G_79140,gene
G_221711,gene
G_5139,gene
G_10484,gene
G_10935,gene
G_4571,gene
G_4565,gene
G_8789,gene
G_1594,gene
G_23327,gene
G_65975,gene
G_8550,gene
G_168507,gene
G_10125,gene
G_1474,gene
G_11193,gene
G_57639,gene
G_10621,gene
G_26038,gene
G_23729,gene
G_10714,gene
G_10068,gene
G_8111,gene
G_89869,gene
G_51692,gene
G_116115,gene
G_6897,gene
G_54456,gene
G_79770,gene
G_9091,gene
G_56098,gene
G_27068,gene
G_10991,gene
G_24145,gene
G_4285,gene
G_641,gene
G_2674,gene
G_2620,gene
G_2558,gene
G_5308,gene
G_23007,gene
G_442721,gene
G_353238,gene
G_6572,gene
G_8974,gene
G_84131,gene
G_29960,gene
G_9567,gene
G_374969,gene
G_2184,gene
G_6476,gene
G_56160,gene
G_5881,gene
G_26173,gene
G_55656,gene
G_7201,gene
G_10459,gene
G_5081,gene
G_78995,gene
G_100820829,gene
G_410,gene
G_3321,gene
G_94,gene
G_9361,gene
G_9488,gene
G_286053,gene
G_7062,gene
G_1173,gene
G_7053,gene
G_1730,gene
G_9210,gene
G_160418,gene
G_2187,gene
G_79912,gene
G_4967,gene
G_128869,gene
G_123606,gene
G_7707,gene
G_6567,gene
G_57520,gene
G_10677,gene
G_23005,gene
G_55250,gene
G_64388,gene
G_8120,gene
G_551,gene
G_7136,gene
G_2308,gene
G_23258,gene
G_6557,gene
G_4635,gene
G_2009,gene
G_55630,gene
G_38,gene
G_747,gene
G_11212,gene
G_9607,gene
G_155,gene
G_7352,gene
G_51738,gene
G_8431,gene
G_181,gene
G_9672,gene
G_387082,gene
G_54949,gene
G_11322,gene
G_9573,gene
G_7341,gene
G_26278,gene
G_51168,gene
G_2668,gene
G_253827,gene
G_51082,gene
G_4644,gene
G_23236,gene
G_6342,gene
G_55129,gene
G_5009,gene
G_5784,gene
G_283310,gene
G_10466,gene
G_340990,gene
G_130557,gene
G_112817,gene
G_90411,gene
G_5119,gene
G_3952,gene
G_966,gene
G_2538,gene
G_3953,gene
G_114034,gene
G_9517,gene
G_344018,gene
G_1954,gene
G_23314,gene
G_340665,gene
G_51293,gene
G_9907,gene
G_79152,gene
G_80216,gene
G_9119,gene
G_4952,gene
G_2903,gene
G_23118,gene
G_5255,gene
G_5063,gene
G_712,gene
G_3418,gene
G_338567,gene
G_3553,gene
G_10056,gene
G_23175,gene
G_64419,gene
G_92211,gene
G_440138,gene
G_9440,gene
G_10472,gene
G_8242,gene
G_55084,gene
G_27086,gene
G_55149,gene
G_3329,gene
G_3753,gene
G_445,gene
G_4942,gene
G_22856,gene
G_79228,gene
G_91252,gene
G_5962,gene
G_84667,gene
G_144245,gene
G_3053,gene
G_2245,gene
G_3736,gene
G_30062,gene
G_6948,gene
G_3621,gene
G_8795,gene
G_669,gene
G_57379,gene
G_3748,gene
G_7494,gene
G_440275,gene
G_5914,gene
G_2166,gene
G_56244,gene
G_80746,gene
G_79042,gene
G_6638,gene
G_8985,gene
G_11213,gene
G_5732,gene
G_3060,gene
G_56910,gene
G_55054,gene
G_84660,gene
G_92335,gene
G_491,gene
G_151254,gene
G_5294,gene
G_54888,gene
G_7991,gene
G_56172,gene
G_9939,gene
G_6892,gene
G_79875,gene
G_8625,gene
G_199720,gene
G_55367,gene
G_6891,gene
G_5161,gene
G_8036,gene
G_221264,gene
G_51126,gene
G_9231,gene
G_10973,gene
G_144132,gene
G_6898,gene
G_84942,gene
G_6716,gene
G_3020,gene
G_3021,gene
G_5322,gene
G_2175,gene
G_81575,gene
G_79639,gene
G_84899,gene
G_3781,gene
G_84572,gene
G_9698,gene
G_83871,gene
G_9692,gene
G_4160,gene
G_51319,gene
G_7920,gene
G_8560,gene
G_4323,gene
G_7020,gene
G_5442,gene
G_23166,gene
G_51271,gene
G_55012,gene
G_200734,gene
G_4632,gene
G_7855,gene
G_23268,gene
G_55361,gene
G_9529,gene
G_284439,gene
G_9518,gene
G_1947,gene
G_23262,gene
G_8363,gene
G_7534,gene
G_57282,gene
G_391356,gene
G_221481,gene
G_4808,gene
G_6810,gene
G_7701,gene
G_8364,gene
G_150365,gene
G_79703,gene
G_84071,gene
G_51098,gene
G_53335,gene
G_6942,gene
G_9158,gene
G_6506,gene
G_140679,gene
G_7140,gene
G_6117,gene
G_4621,gene
G_25973,gene
G_51341,gene
G_11261,gene
G_54894,gene
G_8214,gene
G_8220,gene
G_54487,gene
G_9993,gene
G_540,gene
G_3978,gene
G_4123,gene
G_339855,gene
G_2562,gene
G_5286,gene
G_7867,gene
G_8131,gene
G_5818,gene
G_10641,gene
G_5271,gene
G_23219,gene
G_85459,gene
G_246176,gene
G_344658,gene
G_57192,gene
G_26100,gene
G_10750,gene
G_3980,gene
G_79882,gene
G_84695,gene
G_3658,gene
G_6563,gene
G_221078,gene
G_6878,gene
G_826,gene
G_124976,gene
G_29127,gene
G_5062,gene
G_27145,gene
G_9138,gene
G_9900,gene
G_30817,gene
G_11281,gene
G_353116,gene
G_79879,gene
G_8402,gene
G_79876,gene
G_54892,gene
G_11055,gene
G_51412,gene
G_2355,gene
G_1071,gene
G_11267,gene
G_3875,gene
G_84320,gene
G_1743,gene
G_54765,gene
G_9154,gene
G_26610,gene
G_27286,gene
G_6651,gene
G_4081,gene
G_81858,gene
G_5698,gene
G_1815,gene
G_10073,gene
G_93035,gene
G_161725,gene
G_1725,gene
G_124842,gene
G_362,gene
G_2159,gene
G_2560,gene
G_54496,gene
G_4128,gene
G_7019,gene
G_23229,gene
G_1108,gene
G_6102,gene
G_444,gene
G_1781,gene
G_774,gene
G_2332,gene
G_285600,gene
G_372,gene
G_22808,gene
G_2906,gene
G_3977,gene
G_4015,gene
G_3560,gene
G_54538,gene
G_2257,gene
G_2998,gene
G_55213,gene
G_1415,gene
G_6424,gene
G_10681,gene
G_57514,gene
G_6154,gene
G_10653,gene
G_140732,gene
G_128240,gene
G_3198,gene
G_51715,gene
G_79983,gene
G_79143,gene
G_197,gene
G_4222,gene
G_55252,gene
G_342035,gene
G_6904,gene
G_2177,gene
G_84295,gene
G_2176,gene
G_5236,gene
G_55005,gene
G_8799,gene
G_23438,gene
G_10295,gene
G_124454,gene
G_55074,gene
G_6041,gene
G_3229,gene
G_8996,gene
G_3480,gene
G_23639,gene
G_10299,gene
G_374407,gene
G_11113,gene
G_10128,gene
G_3376,gene
G_83538,gene
G_4869,gene
G_6455,gene
G_1050,gene
G_8028,gene
G_4026,gene
G_26511,gene
G_8301,gene
G_146227,gene
G_4570,gene
G_124404,gene
G_11136,gene
G_6519,gene
G_8443,gene
G_25914,gene
G_973,gene
G_3543,gene
G_152816,gene
G_29760,gene
G_56262,gene
G_2892,gene
G_23090,gene
G_22897,gene
G_646960,gene
G_1717,gene
G_8802,gene
G_132158,gene
G_51199,gene
G_148022,gene
G_649,gene
G_5826,gene
G_6792,gene
G_116085,gene
G_65109,gene
G_197257,gene
G_5828,gene
G_6789,gene
G_5192,gene
G_55670,gene
G_54919,gene
G_9409,gene
G_1588,gene
G_2130,gene
G_7837,gene
G_9180,gene
G_5230,gene
G_3300,gene
G_254065,gene
G_5194,gene
G_54414,gene
G_3460,gene
G_5824,gene
G_5195,gene
G_4092,gene
G_3594,gene
G_51067,gene
G_3593,gene
G_867,gene
G_51475,gene
G_1261,gene
G_137492,gene
G_8013,gene
G_8729,gene
G_3741,gene
G_81607,gene
G_3663,gene
G_6272,gene
G_4297,gene
G_219931,gene
G_23092,gene
G_9056,gene
G_1508,gene
G_175,gene
G_5116,gene
G_51128,gene
G_57338,gene
G_80270,gene
G_348938,gene
G_9368,gene
G_29957,gene
G_3199,gene
G_51305,gene
G_200894,gene
G_100506658,gene
G_51294,gene
G_1807,gene
G_5307,gene
G_96459,gene
G_85378,gene
G_6688,gene
G_100128908,gene
G_8328,gene
G_26191,gene
G_6515,gene
G_223117,gene
G_10512,gene
G_4902,gene
G_4312,gene
G_1739,gene
G_22837,gene
G_54848,gene
G_9411,gene
G_3080,gene
G_8404,gene
G_29922,gene
G_124401,gene
G_8629,gene
G_1235,gene
G_79932,gene
G_1808,gene
G_377,gene
G_6453,gene
G_84623,gene
G_9024,gene
G_166336,gene
G_1501,gene
G_8766,gene
G_7314,gene
G_55297,gene
G_6492,gene
G_3760,gene
G_2115,gene
G_2118,gene
G_51106,gene
G_57477,gene
G_2619,gene
G_8928,gene
G_6997,gene
G_346288,gene
G_4255,gene
G_6867,gene
G_6098,gene
G_10460,gene
G_4641,gene
G_401541,gene
G_23558,gene
G_64377,gene
G_7133,gene
G_3045,gene
G_57562,gene
G_9640,gene
G_429,gene
G_5777,gene
G_6845,gene
G_6965,gene
G_30012,gene
G_3195,gene
G_4602,gene
G_8115,gene
G_6964,gene
G_6957,gene
G_7704,gene
G_6955,gene
G_79823,gene
G_5327,gene
G_3170,gene
G_596,gene
G_604,gene
G_4692,gene
G_4671,gene
G_10736,gene
G_22947,gene
G_100288687,gene
G_81608,gene
G_3764,gene
G_116028,gene
G_84133,gene
G_7469,gene
G_9037,gene
G_5420,gene
G_55958,gene
G_57644,gene
G_23207,gene
G_142678,gene
G_171568,gene
G_1761,gene
G_388015,gene
G_8788,gene
G_55384,gene
G_135656,gene
G_8320,gene
G_5414,gene
G_9463,gene
G_57120,gene
G_466,gene
G_205717,gene
G_7373,gene
G_8148,gene
G_6945,gene
G_6757,gene
G_6760,gene
G_2052,gene
G_9064,gene
G_4916,gene
G_10144,gene
G_79572,gene
G_1581,gene
G_3492,gene
G_330,gene
G_9940,gene
G_25970,gene
G_1649,gene
G_3501,gene
G_374354,gene
G_55784,gene
G_3131,gene
G_57599,gene
G_8852,gene
G_199223,gene
G_340075,gene
G_56649,gene
G_101101692,gene
G_6591,gene
G_151188,gene
G_51663,gene
G_27063,gene
G_2274,gene
G_9015,gene
G_7112,gene
G_9464,gene
G_495,gene
G_750,gene
G_8805,gene
G_729582,gene
G_5987,gene
G_8031,gene
G_1964,gene
G_23085,gene
G_9950,gene
G_2846,gene
G_8030,gene
G_5108,gene
G_2859,gene
G_10507,gene
G_4485,gene
G_8467,gene
G_3670,gene
G_65998,gene
G_132320,gene
G_84277,gene
G_3115,gene
G_23630,gene
G_7871,gene
G_29098,gene
G_6224,gene
G_6132,gene
G_6160,gene
G_6133,gene
G_11224,gene
G_1230,gene
G_3592,gene
G_101928376,gene
G_7099,gene
G_337867,gene
G_51752,gene
G_8302,gene
G_1392,gene
G_2887,gene
G_79722,gene
G_5771,gene
G_84282,gene
G_9103,gene
G_3475,gene
G_25894,gene
G_6288,gene
G_9555,gene
G_4556,gene
G_27238,gene
G_3337,gene
G_5305,gene
G_6689,gene
G_5450,gene
G_9966,gene
G_79258,gene
G_60401,gene
G_4176,gene
G_29081,gene
G_23309,gene
G_9817,gene
G_4537,gene
G_9881,gene
G_79776,gene
G_7531,gene
G_84107,gene
G_4811,gene
G_10188,gene
G_22854,gene
G_1933,gene
G_6249,gene
G_7430,gene
G_1260,gene
G_10178,gene
G_129804,gene
G_84910,gene
G_135228,gene
G_627,gene
G_51548,gene
G_6427,gene
G_253430,gene
G_7514,gene
G_4842,gene
G_6237,gene
G_6804,gene
G_7461,gene
G_5982,gene
G_2969,gene
G_3984,gene
G_9569,gene
G_155382,gene
G_155368,gene
G_114049,gene
G_7458,gene
G_84163,gene
G_26608,gene
G_135886,gene
G_9031,gene
G_5657,gene
G_3113,gene
G_248,gene
G_721,gene
G_733,gene
G_863,gene
G_10695,gene
G_4618,gene
G_221037,gene
G_4477,gene
G_151,gene
G_7380,gene
G_22943,gene
G_4144,gene
G_23493,gene
G_22999,gene
G_2192,gene
G_728118,gene
G_221895,gene
G_729262,gene
G_7484,gene
G_54617,gene
G_84930,gene
G_7189,gene
G_8100,gene
G_762,gene
G_10346,gene
G_186,gene
G_9459,gene
G_347344,gene
G_25792,gene
G_1399,gene
G_55914,gene
G_9630,gene
G_9184,gene
G_5602,gene
G_10857,gene
G_84126,gene
G_10452,gene
G_6653,gene
G_5445,gene
G_55830,gene
G_10891,gene
G_5444,gene
G_5446,gene
G_1610,gene
G_7942,gene
G_6421,gene
G_6303,gene
G_256646,gene
G_5774,gene
G_57194,gene
G_54681,gene
G_55109,gene
G_79184,gene
G_64764,gene
G_8218,gene
G_4299,gene
G_9646,gene
G_26130,gene
G_51479,gene
G_83478,gene
G_93650,gene
G_1357,gene
G_3975,gene
G_5699,gene
G_57105,gene
G_54386,gene
G_1030,gene
G_84916,gene
G_8742,gene
G_5922,gene
G_389421,gene
G_4004,gene
G_23769,gene
G_4509,gene
G_7862,gene
G_5260,gene
G_862,gene
G_7477,gene
G_6209,gene
G_3500,gene
G_28444,gene
G_5027,gene
G_115761,gene
G_84548,gene
G_10725,gene
G_1750,gene
G_7979,gene
G_8945,gene
G_58513,gene
G_6468,gene
G_23317,gene
G_135,gene
G_3624,gene
G_5495,gene
G_6184,gene
G_64783,gene
G_7258,gene
G_57135,gene
G_5590,gene
G_8510,gene
G_7798,gene
G_10630,gene
G_10277,gene
G_8514,gene
G_54897,gene
G_2947,gene
G_1084,gene
G_51164,gene
G_115019,gene
G_11254,gene
G_22802,gene
G_4680,gene
G_28395,gene
G_81614,gene
G_2215,gene
G_3684,gene
G_55024,gene
G_3654,gene
G_2113,gene
G_10318,gene
G_7332,gene
G_6696,gene
G_54899,gene
G_23019,gene
G_64398,gene
G_86,gene
G_23077,gene
G_5976,gene
G_23162,gene
G_10492,gene
G_5980,gene
G_9644,gene
G_6239,gene
G_7290,gene
G_9632,gene
G_7353,gene
G_421,gene
G_84649,gene
G_7044,gene
G_92949,gene
G_26585,gene
G_25937,gene
G_1595,gene
G_3122,gene
G_407975,gene
G_3090,gene
G_1512,gene
G_5032,gene
G_4300,gene
G_5371,gene
G_64859,gene
G_4926,gene
G_7913,gene
G_84520,gene
G_51232,gene
G_2357,gene
G_4665,gene
G_57393,gene
G_84181,gene
G_1813,gene
G_4863,gene
G_6814,gene
G_89780,gene
G_25776,gene
G_55139,gene
G_9098,gene
G_10590,gene
G_6728,gene
G_3142,gene
G_348932,gene
G_54716,gene
G_2354,gene
G_2353,gene
G_283008,gene
G_153572,gene
G_83858,gene
G_219293,gene
G_7039,gene
G_9444,gene
G_29128,gene
G_2321,gene
G_9901,gene
G_56999,gene
G_2272,gene
G_84925,gene
G_79663,gene
G_7049,gene
G_83854,gene
D_OMIM:212050,disease
D_OMIM:248000,disease
D_OMIM:617895,disease
D_OMIM:616564,disease
D_OMIM:615232,disease
D_OMIM:615233,disease
D_OMIM:616562,disease
D_OMIM:617892,disease
D_OMIM:617899,disease
D_OMIM:617898,disease
D_OMIM:615237,disease
D_OMIM:616566,disease
D_OMIM:615234,disease
D_OMIM:615235,disease
D_OMIM:615238,disease
D_OMIM:604571,disease
D_OMIM:274300,disease
D_OMIM:275630,disease
D_OMIM:605899,disease
D_OMIM:603233,disease
D_OMIM:262300,disease
D_OMIM:616570,disease
D_OMIM:615244,disease
D_OMIM:173600,disease
D_OMIM:616579,disease
D_OMIM:615248,disease
D_OMIM:616577,disease
D_OMIM:616576,disease
D_OMIM:615249,disease
D_OMIM:604563,disease
D_OMIM:604559,disease
D_OMIM:212070,disease
D_OMIM:616580,disease
D_OMIM:616586,disease
D_OMIM:174900,disease
D_OMIM:616583,disease
D_OMIM:616589,disease
D_OMIM:146000,disease
D_OMIM:224050,disease
D_OMIM:236000,disease
D_OMIM:551500,disease
D_OMIM:603218,disease
D_OMIM:136680,disease
D_OMIM:616592,disease
D_OMIM:615266,disease
D_OMIM:615264,disease
D_OMIM:314050,disease
D_OMIM:615269,disease
D_OMIM:615267,disease
D_OMIM:615268,disease
D_OMIM:191480,disease
D_OMIM:212066,disease
D_OMIM:212065,disease
D_OMIM:212093,disease
D_OMIM:137940,disease
D_OMIM:604536,disease
D_OMIM:604537,disease
D_OMIM:615272,disease
D_OMIM:615273,disease
D_OMIM:615270,disease
D_OMIM:615271,disease
D_OMIM:615277,disease
D_OMIM:615274,disease
D_OMIM:615278,disease
D_OMIM:615279,disease
D_OMIM:580000,disease
D_OMIM:148600,disease
D_OMIM:177170,disease
D_OMIM:615280,disease
D_OMIM:615284,disease
D_OMIM:111380,disease
D_OMIM:615281,disease
D_OMIM:615282,disease
D_OMIM:615287,disease
D_OMIM:615285,disease
D_OMIM:615286,disease
D_OMIM:302060,disease
D_OMIM:605850,disease
D_OMIM:136630,disease
D_OMIM:135300,disease
D_OMIM:219500,disease
D_OMIM:615290,disease
D_OMIM:221820,disease
D_OMIM:615294,disease
D_OMIM:615293,disease
D_OMIM:615298,disease
D_OMIM:261000,disease
D_OMIM:615297,disease
D_OMIM:123320,disease
D_OMIM:302045,disease
D_OMIM:263650,disease
D_OMIM:122000,disease
D_OMIM:611705,disease
D_OMIM:162900,disease
D_OMIM:605822,disease
D_OMIM:112600,disease
D_OMIM:605820,disease
D_OMIM:252900,disease
D_OMIM:608097,disease
D_OMIM:202650,disease
D_OMIM:608093,disease
D_OMIM:608091,disease
D_OMIM:213300,disease
D_OMIM:238600,disease
D_OMIM:308230,disease
D_OMIM:611718,disease
D_OMIM:608099,disease
D_OMIM:611719,disease
D_OMIM:605814,disease
D_OMIM:226600,disease
D_OMIM:611721,disease
D_OMIM:611722,disease
D_OMIM:611724,disease
D_OMIM:608089,disease
D_OMIM:611726,disease
D_OMIM:308240,disease
D_OMIM:605803,disease
D_OMIM:225300,disease
D_OMIM:605809,disease
D_OMIM:309548,disease
D_OMIM:309549,disease
D_OMIM:137920,disease
D_OMIM:309541,disease
D_OMIM:255160,disease
D_OMIM:276900,disease
D_OMIM:276901,disease
D_OMIM:113900,disease
D_OMIM:276902,disease
D_OMIM:276904,disease
D_OMIM:309555,disease
D_OMIM:240900,disease
D_OMIM:611742,disease
D_OMIM:243180,disease
D_OMIM:180750,disease
D_OMIM:608068,disease
D_OMIM:610419,disease
D_OMIM:226650,disease
D_OMIM:225320,disease
D_OMIM:113970,disease
D_OMIM:608051,disease
D_OMIM:309520,disease
D_OMIM:610424,disease
D_OMIM:611755,disease
D_OMIM:610425,disease
D_OMIM:610427,disease
D_OMIM:237310,disease
D_OMIM:129490,disease
D_OMIM:111300,disease
D_OMIM:308205,disease
D_OMIM:153100,disease
D_OMIM:611762,disease
D_OMIM:309530,disease
D_OMIM:252940,disease
D_OMIM:309500,disease
D_OMIM:226670,disease
D_OMIM:608030,disease
D_OMIM:611771,disease
D_OMIM:610442,disease
D_OMIM:611773,disease
D_OMIM:610443,disease
D_OMIM:610444,disease
D_OMIM:610445,disease
D_OMIM:610446,disease
D_OMIM:310500,disease
D_OMIM:252930,disease
D_OMIM:611777,disease
D_OMIM:610448,disease
D_OMIM:180700,disease
D_OMIM:608033,disease
D_OMIM:611783,disease
D_OMIM:621106,disease
D_OMIM:610455,disease
D_OMIM:309510,disease
D_OMIM:608027,disease
D_OMIM:237300,disease
D_OMIM:611788,disease
D_OMIM:252920,disease
D_OMIM:621102,disease
D_OMIM:621101,disease
D_OMIM:621100,disease
D_OMIM:609352,disease
D_OMIM:608022,disease
D_OMIM:183086,disease
D_OMIM:128230,disease
D_OMIM:609460,disease
D_OMIM:255100,disease
D_OMIM:608133,disease
D_OMIM:143870,disease
D_OMIM:609465,disease
D_OMIM:180800,disease
D_OMIM:128235,disease
D_OMIM:268400,disease
D_OMIM:178500,disease
D_OMIM:244450,disease
D_OMIM:183090,disease
D_OMIM:610353,disease
D_OMIM:610356,disease
D_OMIM:610357,disease
D_OMIM:141200,disease
D_OMIM:621004,disease
D_OMIM:610359,disease
D_OMIM:621002,disease
D_OMIM:621001,disease
D_OMIM:143860,disease
D_OMIM:609452,disease
D_OMIM:270750,disease
D_OMIM:608118,disease
D_OMIM:117550,disease
D_OMIM:179800,disease
D_OMIM:143890,disease
D_OMIM:621018,disease
D_OMIM:621016,disease
D_OMIM:609446,disease
D_OMIM:608115,disease
D_OMIM:621012,disease
D_OMIM:621010,disease
D_OMIM:609441,disease
D_OMIM:304700,disease
D_OMIM:609439,disease
D_OMIM:608106,disease
D_OMIM:610370,disease
D_OMIM:610374,disease
D_OMIM:143880,disease
D_OMIM:610377,disease
D_OMIM:610379,disease
D_OMIM:608104,disease
D_OMIM:608105,disease
D_OMIM:609432,disease
D_OMIM:621021,disease
D_OMIM:621030,disease
D_OMIM:243150,disease
D_OMIM:610381,disease
D_OMIM:609423,disease
D_OMIM:621034,disease
D_OMIM:621032,disease
D_OMIM:167800,disease
D_OMIM:270700,disease
D_OMIM:104290,disease
D_OMIM:131850,disease
D_OMIM:621049,disease
D_OMIM:128200,disease
D_OMIM:609404,disease
D_OMIM:244460,disease
D_OMIM:154500,disease
D_OMIM:309580,disease
D_OMIM:309583,disease
D_OMIM:255120,disease
D_OMIM:309585,disease
D_OMIM:621057,disease
D_OMIM:256450,disease
D_OMIM:621056,disease
D_OMIM:255125,disease
D_OMIM:621063,disease
D_OMIM:621060,disease
D_OMIM:201300,disease
D_OMIM:617800,disease
D_OMIM:255110,disease
D_OMIM:617804,disease
D_OMIM:617802,disease
D_OMIM:617808,disease
D_OMIM:617807,disease
D_OMIM:621068,disease
D_OMIM:617805,disease
D_OMIM:621067,disease
D_OMIM:621065,disease
D_OMIM:621064,disease
D_OMIM:617809,disease
D_OMIM:309590,disease
D_OMIM:621071,disease
D_OMIM:617810,disease
D_OMIM:233710,disease
D_OMIM:621079,disease
D_OMIM:617816,disease
D_OMIM:304790,disease
D_OMIM:621078,disease
D_OMIM:621080,disease
D_OMIM:617822,disease
D_OMIM:274270,disease
D_OMIM:617821,disease
D_OMIM:617820,disease
D_OMIM:207410,disease
D_OMIM:617825,disease
D_OMIM:131800,disease
D_OMIM:617829,disease
D_OMIM:105500,disease
D_OMIM:617827,disease
D_OMIM:621096,disease
D_OMIM:621095,disease
D_OMIM:621094,disease
D_OMIM:621093,disease
D_OMIM:621091,disease
D_OMIM:118800,disease
D_OMIM:616502,disease
D_OMIM:249270,disease
D_OMIM:616501,disease
D_OMIM:617831,disease
D_OMIM:616500,disease
D_OMIM:617830,disease
D_OMIM:617836,disease
D_OMIM:616505,disease
D_OMIM:616503,disease
D_OMIM:616509,disease
D_OMIM:617839,disease
D_OMIM:616507,disease
D_OMIM:621099,disease
D_OMIM:129500,disease
D_OMIM:621097,disease
D_OMIM:220400,disease
D_OMIM:263570,disease
D_OMIM:206100,disease
D_OMIM:616511,disease
D_OMIM:616517,disease
D_OMIM:616516,disease
D_OMIM:616515,disease
D_OMIM:233700,disease
D_OMIM:244400,disease
D_OMIM:158000,disease
D_OMIM:116200,disease
D_OMIM:269700,disease
D_OMIM:617854,disease
D_OMIM:276880,disease
D_OMIM:616521,disease
D_OMIM:105550,disease
D_OMIM:603285,disease
D_OMIM:603284,disease
D_OMIM:603278,disease
D_OMIM:221750,disease
D_OMIM:617862,disease
D_OMIM:616531,disease
D_OMIM:617866,disease
D_OMIM:616535,disease
D_OMIM:617865,disease
D_OMIM:616534,disease
D_OMIM:617864,disease
D_OMIM:617863,disease
D_OMIM:616532,disease
D_OMIM:616539,disease
D_OMIM:615207,disease
D_OMIM:616538,disease
D_OMIM:173650,disease
D_OMIM:615206,disease
D_OMIM:303400,disease
D_OMIM:617873,disease
D_OMIM:617872,disease
D_OMIM:616541,disease
D_OMIM:617871,disease
D_OMIM:616540,disease
D_OMIM:617877,disease
D_OMIM:616546,disease
D_OMIM:615214,disease
D_OMIM:232400,disease
D_OMIM:617875,disease
D_OMIM:616544,disease
D_OMIM:617874,disease
D_OMIM:616549,disease
D_OMIM:615219,disease
D_OMIM:617879,disease
D_OMIM:615217,disease
