gene_id,gene_symbol,disease_id,association_type
1292,COL6A2,ORPHA:75840,UNKNOWN
1293,COL6A3,ORPHA:75840,UNKNOWN
154881,KCTD7,ORPHA:263516,UNKNOWN
4784,NFIX,ORPHA:447980,UNKNOWN
9496,TBX4,ORPHA:238578,UNKNOWN
3458,IFNG,ORPHA:699618,UNKNOWN
9241,NOG,ORPHA:3250,UNKNOWN
8200,GDF5,ORPHA:3250,UNKNOWN
3659,IRF1,ORPHA:699615,UNKNOWN
3119,HLA-DQB1,ORPHA:83465,UNKNOWN
3060,HCRT,ORPHA:83465,UNKNOWN
22891,ZNF365,ORPHA:83465,UNKNOWN
3123,HLA-DRB1,ORPHA:83465,UNKNOWN
3199,HOXA2,ORPHA:83463,UNKNOWN
2130,EWSR1,ORPHA:83469,UNKNOWN
7490,WT1,ORPHA:83469,UNKNOWN
9640,ZNF592,ORPHA:83472,UNKNOWN
84942,WDR73,ORPHA:83472,UNKNOWN
8772,FADD,ORPHA:99806,UNKNOWN
2248,FGF3,ORPHA:99806,UNKNOWN
29072,SETD2,ORPHA:597738,UNKNOWN
8456,FOXN1,ORPHA:83471,UNKNOWN
55704,CCDC88A,ORPHA:99807,UNKNOWN
56623,INPP5E,ORPHA:75858,UNKNOWN
5290,PIK3CA,ORPHA:295239,UNKNOWN
5818,NECTIN1,ORPHA:3253,UNKNOWN
5290,PIK3CA,ORPHA:99802,UNKNOWN
2475,MTOR,ORPHA:99802,UNKNOWN
10000,AKT3,ORPHA:99802,UNKNOWN
55780,ERMARD,ORPHA:75857,UNKNOWN
5979,RET,ORPHA:99803,UNKNOWN
429,ASCL1,ORPHA:99803,UNKNOWN
8929,PHOX2B,ORPHA:99803,UNKNOWN
150468,CKAP2L,ORPHA:3255,UNKNOWN
4038,LRP4,ORPHA:3258,UNKNOWN
324,APC,ORPHA:3258,UNKNOWN
1638,DCT,ORPHA:597733,UNKNOWN
9382,COG1,ORPHA:263508,UNKNOWN
25839,COG4,ORPHA:263501,UNKNOWN
1281,COL3A1,ORPHA:86,UNKNOWN
3735,KARS1,ORPHA:3240,UNKNOWN
2263,FGFR2,ORPHA:87,UNKNOWN
8517,IKBKG,ORPHA:699605,UNKNOWN
338328,GPIHBP1,ORPHA:535458,UNKNOWN
3458,IFNG,ORPHA:88,UNKNOWN
5551,PRF1,ORPHA:88,UNKNOWN
7012,TERC,ORPHA:88,UNKNOWN
51119,SBDS,ORPHA:88,UNKNOWN
7015,TERT,ORPHA:88,UNKNOWN
11146,GLMN,ORPHA:83454,UNKNOWN
5265,SERPINA1,ORPHA:178396,UNKNOWN
196385,DNAH10,ORPHA:137893,UNKNOWN
221481,ARMC12,ORPHA:137893,UNKNOWN
10566,AKAP3,ORPHA:137893,UNKNOWN
144132,DNHD1,ORPHA:137893,UNKNOWN
26074,CFAP61,ORPHA:137893,UNKNOWN
6795,AURKC,ORPHA:137893,UNKNOWN
286464,CFAP47,ORPHA:137893,UNKNOWN
80173,IFT74,ORPHA:137893,UNKNOWN
2301,FOXE3,ORPHA:83461,UNKNOWN
9051,PSTPIP1,ORPHA:251523,UNKNOWN
55157,DARS2,ORPHA:137898,UNKNOWN
5190,PEX6,ORPHA:95433,UNKNOWN
462,SERPINC1,ORPHA:82,UNKNOWN
4210,MEFV,ORPHA:3243,UNKNOWN
5777,PTPN6,ORPHA:3243,UNKNOWN
64788,LMF1,ORPHA:535453,UNKNOWN
92935,MARS2,ORPHA:447954,UNKNOWN
672,BRCA1,ORPHA:84,UNKNOWN
10459,MAD2L2,ORPHA:84,UNKNOWN
7516,XRCC2,ORPHA:84,UNKNOWN
29089,UBE2T,ORPHA:84,UNKNOWN
675,BRCA2,ORPHA:84,UNKNOWN
55120,FANCL,ORPHA:84,UNKNOWN
2177,FANCD2,ORPHA:84,UNKNOWN
2175,FANCA,ORPHA:84,UNKNOWN
2187,FANCB,ORPHA:84,UNKNOWN
2176,FANCC,ORPHA:84,UNKNOWN
2178,FANCE,ORPHA:84,UNKNOWN
80233,FAAP100,ORPHA:84,UNKNOWN
2188,FANCF,ORPHA:84,UNKNOWN
2189,FANCG,ORPHA:84,UNKNOWN
5888,RAD51,ORPHA:84,UNKNOWN
5889,RAD51C,ORPHA:84,UNKNOWN
55159,RFWD3,ORPHA:84,UNKNOWN
83990,BRIP1,ORPHA:84,UNKNOWN
57697,FANCM,ORPHA:84,UNKNOWN
79728,PALB2,ORPHA:84,UNKNOWN
84464,SLX4,ORPHA:84,UNKNOWN
2072,ERCC4,ORPHA:84,UNKNOWN
55215,FANCI,ORPHA:84,UNKNOWN
55187,VPS13D,ORPHA:95434,UNKNOWN
27072,VPS41,ORPHA:95434,UNKNOWN
375748,ERCC6L2,ORPHA:401764,UNKNOWN
10367,MICU1,ORPHA:401768,UNKNOWN
124454,EARS2,ORPHA:314051,UNKNOWN
7274,TTPA,ORPHA:96,UNKNOWN
7428,VHL,ORPHA:238557,UNKNOWN
773,CACNA1A,ORPHA:97,UNKNOWN
26278,SACS,ORPHA:98,UNKNOWN
1337,COX6A1,ORPHA:435998,UNKNOWN
9698,PUM1,ORPHA:642747,UNKNOWN
84342,COG8,ORPHA:95428,UNKNOWN
6662,SOX9,ORPHA:251510,UNKNOWN
6845,VAMP7,ORPHA:251510,UNKNOWN
51741,WWOX,ORPHA:251510,UNKNOWN
4214,MAP3K1,ORPHA:251510,UNKNOWN
2516,NR5A1,ORPHA:251510,UNKNOWN
7490,WT1,ORPHA:251510,UNKNOWN
57647,DHX37,ORPHA:251510,UNKNOWN
6736,SRY,ORPHA:251510,UNKNOWN
23414,ZFPM2,ORPHA:251510,UNKNOWN
190,NR0B1,ORPHA:251510,UNKNOWN
2626,GATA4,ORPHA:251510,UNKNOWN
1906,EDN1,ORPHA:137888,UNKNOWN
5332,PLCB4,ORPHA:137888,UNKNOWN
2773,GNAI3,ORPHA:137888,UNKNOWN
175,AGA,ORPHA:93,UNKNOWN
2395,FXN,ORPHA:95,UNKNOWN
4669,NAGLU,ORPHA:447964,UNKNOWN
23328,SASH1,ORPHA:447961,UNKNOWN
9241,NOG,ORPHA:3237,UNKNOWN
8200,GDF5,ORPHA:3237,UNKNOWN
2254,FGF9,ORPHA:3237,UNKNOWN
392255,GDF6,ORPHA:3237,UNKNOWN
383,ARG1,ORPHA:90,UNKNOWN
1588,CYP19A1,ORPHA:91,UNKNOWN
6885,MAP3K7,ORPHA:3238,UNKNOWN
6886,TAL1,ORPHA:99861,UNKNOWN
4609,MYC,ORPHA:99861,UNKNOWN
6965,TRG,ORPHA:99861,UNKNOWN
30012,TLX3,ORPHA:99861,UNKNOWN
8021,NUP214,ORPHA:99861,UNKNOWN
25,ABL1,ORPHA:99861,UNKNOWN
1029,CDKN2A,ORPHA:99861,UNKNOWN
4849,CNOT3,ORPHA:99861,UNKNOWN
1654,DDX3X,ORPHA:99861,UNKNOWN
3195,TLX1,ORPHA:99861,UNKNOWN
4602,MYB,ORPHA:99861,UNKNOWN
6491,STIL,ORPHA:99861,UNKNOWN
613,BCR,ORPHA:99861,UNKNOWN
8301,PICALM,ORPHA:99861,UNKNOWN
8115,TCL1A,ORPHA:99861,UNKNOWN
8028,MLLT10,ORPHA:99861,UNKNOWN
6297,SALL2,ORPHA:99861,UNKNOWN
6418,SET,ORPHA:99861,UNKNOWN
2322,FLT3,ORPHA:99861,UNKNOWN
6964,TRD,ORPHA:99861,UNKNOWN
6957,TRB,ORPHA:99861,UNKNOWN
7704,ZBTB16,ORPHA:99861,UNKNOWN
6955,TRA,ORPHA:99861,UNKNOWN
6519,SLC3A1,ORPHA:238523,UNKNOWN
9581,PREPL,ORPHA:238523,UNKNOWN
79823,CAMKMT,ORPHA:238523,UNKNOWN
7840,ALMS1,ORPHA:64,UNKNOWN
7025,NR2F1,ORPHA:401777,UNKNOWN
3769,KCNJ13,ORPHA:65,UNKNOWN
343035,RD3,ORPHA:65,UNKNOWN
145226,RDH12,ORPHA:65,UNKNOWN
1406,CRX,ORPHA:65,UNKNOWN
64802,NMNAT1,ORPHA:65,UNKNOWN
57096,RPGRIP1,ORPHA:65,UNKNOWN
80184,CEP290,ORPHA:65,UNKNOWN
10383,TUBB4B,ORPHA:65,UNKNOWN
9742,IFT140,ORPHA:65,UNKNOWN
85015,USP45,ORPHA:65,UNKNOWN
6121,RPE65,ORPHA:65,UNKNOWN
23418,CRB1,ORPHA:65,UNKNOWN
5130,PCYT1A,ORPHA:65,UNKNOWN
9657,IQCB1,ORPHA:65,UNKNOWN
392255,GDF6,ORPHA:65,UNKNOWN
23746,AIPL1,ORPHA:65,UNKNOWN
3000,GUCY2D,ORPHA:65,UNKNOWN
9227,LRAT,ORPHA:65,UNKNOWN
55812,SPATA7,ORPHA:65,UNKNOWN
7287,TULP1,ORPHA:65,UNKNOWN
167691,LCA5,ORPHA:65,UNKNOWN
3614,IMPDH1,ORPHA:65,UNKNOWN
2629,GBA1,ORPHA:85212,UNKNOWN
775,CACNA1C,ORPHA:595105,UNKNOWN
283489,CHAMP1,ORPHA:692193,UNKNOWN
775,CACNA1C,ORPHA:595109,UNKNOWN
1282,COL4A1,ORPHA:73229,UNKNOWN
5189,PEX1,ORPHA:3220,UNKNOWN
5190,PEX6,ORPHA:3220,UNKNOWN
84947,SERAC1,ORPHA:352328,UNKNOWN
5265,SERPINA1,ORPHA:60,UNKNOWN
51311,TLR8,ORPHA:675628,UNKNOWN
128674,PROKR2,ORPHA:95496,UNKNOWN
89884,LHX4,ORPHA:95496,UNKNOWN
55717,WDR11,ORPHA:95496,UNKNOWN
6091,ROBO1,ORPHA:95496,UNKNOWN
8820,HESX1,ORPHA:95496,UNKNOWN
50937,CDON,ORPHA:95496,UNKNOWN
23432,GPR161,ORPHA:95496,UNKNOWN
6442,SGCA,ORPHA:62,UNKNOWN
8891,EIF2B3,ORPHA:99853,UNKNOWN
8893,EIF2B5,ORPHA:99853,UNKNOWN
8892,EIF2B2,ORPHA:99853,UNKNOWN
8890,EIF2B4,ORPHA:99853,UNKNOWN
57505,AARS2,ORPHA:99853,UNKNOWN
1967,EIF2B1,ORPHA:99853,UNKNOWN
8891,EIF2B3,ORPHA:99854,UNKNOWN
8893,EIF2B5,ORPHA:99854,UNKNOWN
8892,EIF2B2,ORPHA:99854,UNKNOWN
8890,EIF2B4,ORPHA:99854,UNKNOWN
1967,EIF2B1,ORPHA:99854,UNKNOWN
58528,RRAGD,ORPHA:73224,UNKNOWN
5327,PLAT,ORPHA:480528,UNKNOWN
10613,ERLIN1,ORPHA:401785,UNKNOWN
5345,SERPINF2,ORPHA:79,UNKNOWN
5626,PROP1,ORPHA:95494,UNKNOWN
2736,GLI2,ORPHA:95494,UNKNOWN
89884,LHX4,ORPHA:95494,UNKNOWN
3170,FOXA2,ORPHA:95494,UNKNOWN
5449,POU1F1,ORPHA:95494,UNKNOWN
8820,HESX1,ORPHA:95494,UNKNOWN
5015,OTX2,ORPHA:95494,UNKNOWN
23522,KAT6B,ORPHA:85201,UNKNOWN
4256,MGP,ORPHA:85202,UNKNOWN
2027,ENO3,ORPHA:99849,UNKNOWN
84033,OBSCN,ORPHA:99845,UNKNOWN
23175,LPIN1,ORPHA:99845,UNKNOWN
4512,MT-CO1,ORPHA:99845,UNKNOWN
4514,MT-CO3,ORPHA:99845,UNKNOWN
51128,SAR1B,ORPHA:71,UNKNOWN
4437,MSH3,ORPHA:480536,UNKNOWN
3689,ITGB2,ORPHA:99842,UNKNOWN
55343,SLC35C1,ORPHA:99843,UNKNOWN
23204,ARL6IP1,ORPHA:401780,UNKNOWN
83706,FERMT3,ORPHA:99844,UNKNOWN
939,CD27,ORPHA:238505,UNKNOWN
270,AMPD1,ORPHA:45,UNKNOWN
272,AMPD3,ORPHA:45,UNKNOWN
158,ADSL,ORPHA:46,UNKNOWN
9101,USP8,ORPHA:401795,UNKNOWN
695,BTK,ORPHA:47,UNKNOWN
10149,ADGRG2,ORPHA:48,UNKNOWN
1080,CFTR,ORPHA:48,UNKNOWN
103,ADAR,ORPHA:41,UNKNOWN
34,ACADM,ORPHA:42,UNKNOWN
343637,RSPO4,ORPHA:94150,UNKNOWN
55670,PEX26,ORPHA:44,UNKNOWN
5824,PEX19,ORPHA:44,UNKNOWN
5828,PEX2,ORPHA:44,UNKNOWN
8504,PEX3,ORPHA:44,UNKNOWN
9409,PEX16,ORPHA:44,UNKNOWN
5190,PEX6,ORPHA:44,UNKNOWN
8799,PEX11B,ORPHA:44,UNKNOWN
5830,PEX5,ORPHA:44,UNKNOWN
5189,PEX1,ORPHA:44,UNKNOWN
5193,PEX12,ORPHA:44,UNKNOWN
5194,PEX13,ORPHA:44,UNKNOWN
5195,PEX14,ORPHA:44,UNKNOWN
5192,PEX10,ORPHA:44,UNKNOWN
5575,PRKAR1B,ORPHA:692173,UNKNOWN
3977,LIFR,ORPHA:3206,UNKNOWN
6389,SDHA,ORPHA:3208,UNKNOWN
6390,SDHB,ORPHA:3208,UNKNOWN
6392,SDHD,ORPHA:3208,UNKNOWN
644096,SDHAF1,ORPHA:3208,UNKNOWN
4609,MYC,ORPHA:480541,UNKNOWN
596,BCL2,ORPHA:480541,UNKNOWN
604,BCL6,ORPHA:480541,UNKNOWN
4882,NPR2,ORPHA:40,UNKNOWN
6521,SLC4A1,ORPHA:3202,UNKNOWN
9780,PIEZO1,ORPHA:3202,UNKNOWN
3783,KCNN4,ORPHA:3202,UNKNOWN
6509,SLC1A4,ORPHA:447997,UNKNOWN
6005,RHAG,ORPHA:3203,UNKNOWN
7201,TRHR,ORPHA:99832,UNKNOWN
6314,ATXN7,ORPHA:94147,UNKNOWN
84876,ORAI1,ORPHA:3204,UNKNOWN
6786,STIM1,ORPHA:3204,UNKNOWN
29072,SETD2,ORPHA:597743,UNKNOWN
2776,GNAQ,ORPHA:3205,UNKNOWN
3081,HGD,ORPHA:56,UNKNOWN
226,ALDOA,ORPHA:57,UNKNOWN
6567,SLC16A2,ORPHA:59,UNKNOWN
1186,CLCN7,ORPHA:53,UNKNOWN
8943,AP3D1,ORPHA:54,UNKNOWN
4935,GPR143,ORPHA:54,UNKNOWN
83959,SLC4A11,ORPHA:1490,UNKNOWN
6785,ELOVL4,ORPHA:352333,UNKNOWN
3897,L1CAM,ORPHA:1497,UNKNOWN
9990,SLC12A6,ORPHA:1496,UNKNOWN
57724,EPG5,ORPHA:1493,UNKNOWN
10535,RNASEH2A,ORPHA:51,UNKNOWN
84153,RNASEH2C,ORPHA:51,UNKNOWN
25939,SAMHD1,ORPHA:51,UNKNOWN
79621,RNASEH2B,ORPHA:51,UNKNOWN
103,ADAR,ORPHA:51,UNKNOWN
11277,TREX1,ORPHA:51,UNKNOWN
100147744,RNU7-1,ORPHA:51,UNKNOWN
134353,LSM11,ORPHA:51,UNKNOWN
64135,IFIH1,ORPHA:51,UNKNOWN
84705,GTPBP3,ORPHA:444013,UNKNOWN
51473,DCDC2,ORPHA:480556,UNKNOWN
7157,TP53,ORPHA:210159,UNKNOWN
7249,TSC2,ORPHA:210159,UNKNOWN
7248,TSC1,ORPHA:210159,UNKNOWN
1499,CTNNB1,ORPHA:210159,UNKNOWN
841,CASP8,ORPHA:210159,UNKNOWN
1950,EGF,ORPHA:210159,UNKNOWN
5290,PIK3CA,ORPHA:210159,UNKNOWN
8312,AXIN1,ORPHA:210159,UNKNOWN
5157,PDGFRL,ORPHA:210159,UNKNOWN
2157,F8,ORPHA:177926,UNKNOWN
5321,PLA2G4A,ORPHA:477787,UNKNOWN
657,BMPR1A,ORPHA:329971,UNKNOWN
4089,SMAD4,ORPHA:329971,UNKNOWN
2022,ENG,ORPHA:329971,UNKNOWN
2733,GLE1,ORPHA:1486,UNKNOWN
54084,TSPEAR,ORPHA:685067,UNKNOWN
79068,FTO,ORPHA:210144,UNKNOWN
23189,KANK1,ORPHA:210141,UNKNOWN
2571,GAD1,ORPHA:210141,UNKNOWN
120,ADD3,ORPHA:210141,UNKNOWN
79587,CARS2,ORPHA:477774,UNKNOWN
4210,MEFV,ORPHA:329967,UNKNOWN
7132,TNFRSF1A,ORPHA:329967,UNKNOWN
5076,PAX2,ORPHA:1475,UNKNOWN
10413,YAP1,ORPHA:1473,UNKNOWN
2158,F9,ORPHA:177929,UNKNOWN
4359,MPZ,ORPHA:538574,UNKNOWN
3848,KRT1,ORPHA:538574,UNKNOWN
1482,NKX2-5,ORPHA:1479,UNKNOWN
1589,CYP21A2,ORPHA:315311,UNKNOWN
6638,SNRPN,ORPHA:177904,UNKNOWN
4692,NDN,ORPHA:177904,UNKNOWN
54551,MAGEL2,ORPHA:177904,UNKNOWN
4948,OCA2,ORPHA:177904,UNKNOWN
6638,SNRPN,ORPHA:177901,UNKNOWN
4692,NDN,ORPHA:177901,UNKNOWN
54551,MAGEL2,ORPHA:177901,UNKNOWN
4948,OCA2,ORPHA:177901,UNKNOWN
4041,LRP5,ORPHA:2790,UNKNOWN
55252,ASXL2,ORPHA:689408,UNKNOWN
55240,STEAP3,ORPHA:300298,UNKNOWN
2819,GPD1,ORPHA:300293,UNKNOWN
84699,CREB3L3,ORPHA:300293,UNKNOWN
2068,ERCC2,ORPHA:1466,UNKNOWN
2067,ERCC1,ORPHA:1466,UNKNOWN
2074,ERCC6,ORPHA:1466,UNKNOWN
2073,ERCC5,ORPHA:1466,UNKNOWN
6597,SMARCA4,ORPHA:1465,UNKNOWN
6598,SMARCB1,ORPHA:1465,UNKNOWN
6659,SOX4,ORPHA:1465,UNKNOWN
8289,ARID1A,ORPHA:1465,UNKNOWN
5977,DPF2,ORPHA:1465,UNKNOWN
6601,SMARCC2,ORPHA:1465,UNKNOWN
6602,SMARCD1,ORPHA:1465,UNKNOWN
57492,ARID1B,ORPHA:1465,UNKNOWN
196528,ARID2,ORPHA:1465,UNKNOWN
6605,SMARCE1,ORPHA:1465,UNKNOWN
6664,SOX11,ORPHA:1465,UNKNOWN
2911,GRM1,ORPHA:324262,UNKNOWN
7385,UQCRC2,ORPHA:1460,UNKNOWN
90624,LYRM7,ORPHA:1460,UNKNOWN
84300,UQCC2,ORPHA:1460,UNKNOWN
7386,UQCRFS1,ORPHA:1460,UNKNOWN
4519,MT-CYB,ORPHA:1460,UNKNOWN
7381,UQCRB,ORPHA:1460,UNKNOWN
617,BCS1L,ORPHA:1460,UNKNOWN
27089,UQCRQ,ORPHA:1460,UNKNOWN
790955,UQCC3,ORPHA:1460,UNKNOWN
54902,TTC19,ORPHA:1460,UNKNOWN
1537,CYC1,ORPHA:1460,UNKNOWN
2248,FGF3,ORPHA:2791,UNKNOWN
2138,EYA1,ORPHA:2792,UNKNOWN
5075,PAX1,ORPHA:2792,UNKNOWN
3248,HPGD,ORPHA:2796,UNKNOWN
6578,SLCO2A1,ORPHA:2796,UNKNOWN
6638,SNRPN,ORPHA:177910,UNKNOWN
4692,NDN,ORPHA:177910,UNKNOWN
54551,MAGEL2,ORPHA:177910,UNKNOWN
6792,CDKL5,ORPHA:505652,UNKNOWN
1272,CNTN1,ORPHA:210163,UNKNOWN
84188,FAR1,ORPHA:438178,UNKNOWN
4041,LRP5,ORPHA:2788,UNKNOWN
4854,NOTCH3,ORPHA:2789,UNKNOWN
56623,INPP5E,ORPHA:1454,UNKNOWN
91147,TMEM67,ORPHA:1454,UNKNOWN
23322,RPGRIP1L,ORPHA:1454,UNKNOWN
57545,CC2D2A,ORPHA:1454,UNKNOWN
860,RUNX2,ORPHA:1452,UNKNOWN
114548,NLRP3,ORPHA:1451,UNKNOWN
5723,PSPH,ORPHA:79350,UNKNOWN
26227,PHGDH,ORPHA:79351,UNKNOWN
1293,COL6A3,ORPHA:464440,UNKNOWN
1499,CTNNB1,ORPHA:2780,UNKNOWN
139285,AMER1,ORPHA:2780,UNKNOWN
6638,SNRPN,ORPHA:177907,UNKNOWN
1589,CYP21A2,ORPHA:315306,UNKNOWN
4041,LRP5,ORPHA:2783,UNKNOWN
57511,COG6,ORPHA:464443,UNKNOWN
760,CA2,ORPHA:2785,UNKNOWN
9361,LONP1,ORPHA:1458,UNKNOWN
54982,CLN6,ORPHA:700467,UNKNOWN
3557,IL1RN,ORPHA:210115,UNKNOWN
10312,TCIRG1,ORPHA:210110,UNKNOWN
1186,CLCN7,ORPHA:210110,UNKNOWN
9842,PLEKHM1,ORPHA:210110,UNKNOWN
85440,DOCK7,ORPHA:411986,UNKNOWN
7305,TYROBP,ORPHA:2770,UNKNOWN
54209,TREM2,ORPHA:2770,UNKNOWN
5352,PLOD2,ORPHA:2771,UNKNOWN
60681,FKBP10,ORPHA:2771,UNKNOWN
1807,DPYS,ORPHA:38874,UNKNOWN
9935,MAFB,ORPHA:2774,UNKNOWN
6134,RPL10,ORPHA:435938,UNKNOWN
4604,MYBPC1,ORPHA:498693,UNKNOWN
3008,H1-4,ORPHA:642763,UNKNOWN
22796,COG2,ORPHA:435934,UNKNOWN
6607,SMN2,ORPHA:83420,UNKNOWN
6606,SMN1,ORPHA:83420,UNKNOWN
4990,SIX6,ORPHA:435930,UNKNOWN
6899,TBX1,ORPHA:685017,UNKNOWN
2778,GNAS,ORPHA:2762,UNKNOWN
56154,TEX15,ORPHA:399805,UNKNOWN
6875,TAF4B,ORPHA:399805,UNKNOWN
7516,XRCC2,ORPHA:399805,UNKNOWN
254528,MEIOB,ORPHA:399805,UNKNOWN
10734,STAG3,ORPHA:399805,UNKNOWN
145645,TERB2,ORPHA:399805,UNKNOWN
2516,NR5A1,ORPHA:399805,UNKNOWN
54967,CT55,ORPHA:399805,UNKNOWN
4439,MSH5,ORPHA:399805,UNKNOWN
283847,TERB1,ORPHA:399805,UNKNOWN
402381,SOHLH1,ORPHA:399805,UNKNOWN
56159,TEX11,ORPHA:399805,UNKNOWN
125150,ZSWIM7,ORPHA:399805,UNKNOWN
144132,DNHD1,ORPHA:399805,UNKNOWN
1080,CFTR,ORPHA:399805,UNKNOWN
50511,SYCP3,ORPHA:399805,UNKNOWN
285498,RNF212,ORPHA:399805,UNKNOWN
54456,MOV10L1,ORPHA:399805,UNKNOWN
56155,TEX14,ORPHA:399805,UNKNOWN
91057,CCDC34,ORPHA:399805,UNKNOWN
6691,SPINK2,ORPHA:399805,UNKNOWN
375307,CATIP,ORPHA:399805,UNKNOWN
93953,GCNA,ORPHA:399805,UNKNOWN
196385,DNAH10,ORPHA:399805,UNKNOWN
140801,RPL10L,ORPHA:399805,UNKNOWN
317719,KLHL10,ORPHA:399805,UNKNOWN
200162,SPAG17,ORPHA:399805,UNKNOWN
57697,FANCM,ORPHA:399805,UNKNOWN
84225,ZMYND15,ORPHA:399805,UNKNOWN
122402,TDRD9,ORPHA:399805,UNKNOWN
154197,PNLDC1,ORPHA:399805,UNKNOWN
93426,SYCE1,ORPHA:399805,UNKNOWN
340719,NANOS1,ORPHA:399805,UNKNOWN
286151,FBXO43,ORPHA:399805,UNKNOWN
158401,SHOC1,ORPHA:399805,UNKNOWN
5161,PDHA2,ORPHA:399805,UNKNOWN
63901,FAM111A,ORPHA:2763,UNKNOWN
5456,POU3F4,ORPHA:1435,UNKNOWN
6566,SLC16A1,ORPHA:165991,UNKNOWN
6607,SMN2,ORPHA:83418,UNKNOWN
6606,SMN1,ORPHA:83418,UNKNOWN
4671,NAIP,ORPHA:83418,UNKNOWN
324,APC,ORPHA:314022,UNKNOWN
547,KIF1A,ORPHA:662367,UNKNOWN
6607,SMN2,ORPHA:83419,UNKNOWN
6606,SMN1,ORPHA:83419,UNKNOWN
4671,NAIP,ORPHA:83419,UNKNOWN
140803,TRPM6,ORPHA:30924,UNKNOWN
551,AVP,ORPHA:30925,UNKNOWN
2260,FGFR1,ORPHA:220386,UNKNOWN
28514,DLL1,ORPHA:220386,UNKNOWN
10735,STAG2,ORPHA:220386,UNKNOWN
2253,FGF8,ORPHA:220386,UNKNOWN
8243,SMC1A,ORPHA:220386,UNKNOWN
6496,SIX3,ORPHA:220386,UNKNOWN
7050,TGIF1,ORPHA:220386,UNKNOWN
4838,NODAL,ORPHA:220386,UNKNOWN
6469,SHH,ORPHA:220386,UNKNOWN
7546,ZIC2,ORPHA:220386,UNKNOWN
6491,STIL,ORPHA:220386,UNKNOWN
2619,GAS1,ORPHA:220386,UNKNOWN
84976,DISP1,ORPHA:220386,UNKNOWN
2736,GLI2,ORPHA:220386,UNKNOWN
8928,FOXH1,ORPHA:220386,UNKNOWN
6997,CRIPTO,ORPHA:220386,UNKNOWN
5727,PTCH1,ORPHA:220386,UNKNOWN
50937,CDON,ORPHA:220386,UNKNOWN
55733,HHAT,ORPHA:1422,UNKNOWN
1277,COL1A1,ORPHA:314029,UNKNOWN
1278,COL1A2,ORPHA:314029,UNKNOWN
649,BMP1,ORPHA:314029,UNKNOWN
5324,PLAG1,ORPHA:276148,UNKNOWN
8091,HMGA2,ORPHA:276148,UNKNOWN
5587,PRKD1,ORPHA:276145,UNKNOWN
111,ADCY5,ORPHA:1429,UNKNOWN
7080,NKX2-1,ORPHA:1429,UNKNOWN
8481,OFD1,ORPHA:2750,UNKNOWN
4750,NEK1,ORPHA:2751,UNKNOWN
1302,COL11A2,ORPHA:1427,UNKNOWN
2055,CLN8,ORPHA:700484,UNKNOWN
3930,LBR,ORPHA:1426,UNKNOWN
1509,CTSD,ORPHA:700487,UNKNOWN
26123,TCTN3,ORPHA:2753,UNKNOWN
64131,XYLT1,ORPHA:1425,UNKNOWN
124583,CANT1,ORPHA:1425,UNKNOWN
55790,CSGALNACT1,ORPHA:1425,UNKNOWN
79583,TMEM231,ORPHA:2754,UNKNOWN
10210,TOPORS,ORPHA:2754,UNKNOWN
9851,KIAA0753,ORPHA:2754,UNKNOWN
26123,TCTN3,ORPHA:2754,UNKNOWN
5147,PDE6D,ORPHA:2754,UNKNOWN
65250,CPLANE1,ORPHA:2754,UNKNOWN
51259,TMEM216,ORPHA:2754,UNKNOWN
8481,OFD1,ORPHA:2754,UNKNOWN
317662,FAM149B1,ORPHA:2754,UNKNOWN
374654,KIF7,ORPHA:2754,UNKNOWN
54982,CLN6,ORPHA:700477,UNKNOWN
2294,FOXF1,ORPHA:210122,UNKNOWN
83932,SPRTN,ORPHA:435953,UNKNOWN
2034,EPAS1,ORPHA:324299,UNKNOWN
56916,SMARCAD1,ORPHA:289465,UNKNOWN
131669,UROC1,ORPHA:210128,UNKNOWN
9051,PSTPIP1,ORPHA:69126,UNKNOWN
10736,SIX2,ORPHA:488437,UNKNOWN
399,RHOH,ORPHA:324294,UNKNOWN
9241,NOG,ORPHA:1412,UNKNOWN
64221,ROBO3,ORPHA:2744,UNKNOWN
1630,DCC,ORPHA:2744,UNKNOWN
4281,MID1,ORPHA:2745,UNKNOWN
51702,PADI3,ORPHA:1410,UNKNOWN
7053,TGM3,ORPHA:1410,UNKNOWN
3636,INPPL1,ORPHA:2746,UNKNOWN
1235,CCR6,ORPHA:220393,UNKNOWN
1490,CCN2,ORPHA:220393,UNKNOWN
3663,IRF5,ORPHA:220393,UNKNOWN
857,CAV1,ORPHA:220393,UNKNOWN
3123,HLA-DRB1,ORPHA:220393,UNKNOWN
242,ALOX12B,ORPHA:79394,UNKNOWN
204219,CERS3,ORPHA:79394,UNKNOWN
6820,SULT2B1,ORPHA:79394,UNKNOWN
26154,ABCA12,ORPHA:79394,UNKNOWN
285848,PNPLA1,ORPHA:79394,UNKNOWN
59344,ALOXE3,ORPHA:79394,UNKNOWN
348938,NIPAL4,ORPHA:79394,UNKNOWN
7051,TGM1,ORPHA:79394,UNKNOWN
121214,SDR9C7,ORPHA:79394,UNKNOWN
4014,LORICRIN,ORPHA:79395,UNKNOWN
3852,KRT5,ORPHA:79396,UNKNOWN
3861,KRT14,ORPHA:79396,UNKNOWN
54982,CLN6,ORPHA:700472,UNKNOWN
3852,KRT5,ORPHA:79397,UNKNOWN
