gene_id,gene_symbol,disease_id,association_type
9080,CLDN9,OMIM:619093,MENDELIAN
7157,TP53,OMIM:607107,MENDELIAN
9147,NEMF,OMIM:619099,MENDELIAN
147007,VMA12,OMIM:616829,MENDELIAN
84317,VMA22,OMIM:616828,MENDELIAN
53904,MYO3A,OMIM:607101,MENDELIAN
3954,LETM1,OMIM:620089,MENDELIAN
55679,LIMS2,OMIM:616827,MENDELIAN
506,ATP5F1B,OMIM:620085,MENDELIAN
92154,MTSS2,OMIM:620086,MENDELIAN
84978,FRMD5,OMIM:620094,MENDELIAN
51251,NT5C3A,OMIM:266120,MENDELIAN
56683,CFAP298,OMIM:615500,MENDELIAN
29072,SETD2,OMIM:616831,MENDELIAN
10243,GPHN,OMIM:615501,MENDELIAN
85478,DRC2,OMIM:615504,MENDELIAN
51053,GMNN,OMIM:616835,MENDELIAN
6674,SPAG1,OMIM:615505,MENDELIAN
6307,MSMO1,OMIM:616834,MENDELIAN
10664,CTCF,OMIM:615502,MENDELIAN
57592,ZNF687,OMIM:616833,MENDELIAN
55112,DYNC2I1,OMIM:615503,MENDELIAN
1828,DSG1,OMIM:615508,MENDELIAN
23534,TNPO3,OMIM:608423,MENDELIAN
81034,SLC25A32,OMIM:616839,MENDELIAN
2658,GDF2,OMIM:615506,MENDELIAN
3720,JARID2,OMIM:620098,MENDELIAN
865,CBFB,OMIM:620099,MENDELIAN
8787,RGS9,OMIM:608415,MENDELIAN
3815,KIT,OMIM:154800,MENDELIAN
5199,CFP,OMIM:312060,MENDELIAN
9780,PIEZO1,OMIM:616843,MENDELIAN
270,AMPD1,OMIM:615511,MENDELIAN
7167,TPI1,OMIM:615512,MENDELIAN
54832,VPS13C,OMIM:616840,MENDELIAN
29926,GMPPA,OMIM:615510,MENDELIAN
2066,ERBB4,OMIM:615515,MENDELIAN
8924,HERC2,OMIM:615516,MENDELIAN
5293,PIK3CD,OMIM:615513,MENDELIAN
658,BMPR1B,OMIM:616849,MENDELIAN
2495,FTH1,OMIM:615517,MENDELIAN
1417,CRYBB3,OMIM:609741,MENDELIAN
9094,UNC119,OMIM:615518,MENDELIAN
778,CACNA1F,OMIM:300071,MENDELIAN
7503,XIST,OMIM:300087,MENDELIAN
10,NAT2,OMIM:243400,MENDELIAN
51360,MBTPS2,OMIM:308800,MENDELIAN
5443,POMC,OMIM:609734,MENDELIAN
948,CD36,OMIM:608404,MENDELIAN
57526,PCDH19,OMIM:300088,MENDELIAN
3313,HSPA9,OMIM:616854,MENDELIAN
5167,ENPP1,OMIM:615522,MENDELIAN
123624,AGBL1,OMIM:615523,MENDELIAN
58,ACTA1,OMIM:616852,MENDELIAN
23094,SIPA1L3,OMIM:616851,MENDELIAN
23095,KIF1B,OMIM:256700,POLYGENIC
10483,SEC23B,OMIM:616858,MENDELIAN
10758,TRAF3IP2,OMIM:615527,MENDELIAN
5915,RARB,OMIM:615524,MENDELIAN
3914,LAMB3,OMIM:104530,MENDELIAN
9829,DNAJC6,OMIM:615528,MENDELIAN
51218,GLRX5,OMIM:616859,MENDELIAN
60529,ALX4,OMIM:615529,POLYGENIC
1497,CTNS,OMIM:219750,MENDELIAN
4204,MECP2,OMIM:300055,MENDELIAN
51218,GLRX5,OMIM:616860,MENDELIAN
8867,SYNJ1,OMIM:615530,MENDELIAN
11253,MAN1B1,OMIM:614202,MENDELIAN
10841,FTCD,OMIM:229100,MENDELIAN
55737,VPS35,OMIM:614203,POLYGENIC
7874,USP7,OMIM:616863,MENDELIAN
51206,GP6,OMIM:614201,MENDELIAN
102,ADAM10,OMIM:615537,MENDELIAN
6550,SLC9A3,OMIM:616868,MENDELIAN
27315,PGAP2,OMIM:614207,MENDELIAN
51008,ASCC1,OMIM:616867,MENDELIAN
26525,IL36RN,OMIM:614204,MENDELIAN
9325,TRIP4,OMIM:616866,MENDELIAN
83987,CCDC8,OMIM:614205,MENDELIAN
29940,DSE,OMIM:615539,MENDELIAN
27077,B9D1,OMIM:614209,MENDELIAN
367,AR,OMIM:300068,MENDELIAN
1641,DCX,OMIM:300067,MENDELIAN
23676,SMPX,OMIM:300066,MENDELIAN
163183,SYNE4,OMIM:615540,MENDELIAN
51428,DDX41,OMIM:616871,POLYGENIC
80185,TTI2,OMIM:615541,MENDELIAN
55780,ERMARD,OMIM:615544,MENDELIAN
547,KIF1A,OMIM:614213,MENDELIAN
23065,EMC1,OMIM:616875,MENDELIAN
5079,PAX5,OMIM:615545,POLYGENIC
2626,GATA4,OMIM:615542,MENDELIAN
10320,IKZF1,OMIM:616873,MENDELIAN
1376,CPT2,OMIM:614212,POLYGENIC
11280,SCN11A,OMIM:615548,MENDELIAN
128989,TANGO2,OMIM:616878,MENDELIAN
79633,FAT4,OMIM:615546,MENDELIAN
54551,MAGEL2,OMIM:615547,MENDELIAN
57572,DOCK6,OMIM:614219,MENDELIAN
1747,DLX3,OMIM:104510,MENDELIAN
773,CACNA1A,OMIM:141500,MENDELIAN
59344,ALOXE3,OMIM:242100,MENDELIAN
242,ALOX12B,OMIM:242100,MENDELIAN
1302,COL11A2,OMIM:609706,MENDELIAN
6336,SCN10A,OMIM:615551,MENDELIAN
8863,PER3,OMIM:616882,MENDELIAN
11280,SCN11A,OMIM:615552,MENDELIAN
51501,HIKESHI,OMIM:616881,MENDELIAN
6138,RPL15,OMIM:615550,MENDELIAN
81562,LMAN2L,OMIM:616887,MENDELIAN
5618,PRLR,OMIM:615555,MENDELIAN
3490,IGFBP7,OMIM:614224,MENDELIAN
25782,RAB3GAP2,OMIM:614225,MENDELIAN
23443,SLC35A3,OMIM:615553,MENDELIAN
22931,RAB18,OMIM:614222,MENDELIAN
5618,PRLR,OMIM:615554,MENDELIAN
5580,PRKCD,OMIM:615559,MENDELIAN
1778,DYNC1H1,OMIM:614228,MENDELIAN
255928,SYT14,OMIM:614229,MENDELIAN
57647,DHX37,OMIM:273250,MENDELIAN
7100,TLR5,OMIM:615557,POLYGENIC
50937,CDON,OMIM:614226,MENDELIAN
338,APOB,OMIM:615558,MENDELIAN
5728,PTEN,OMIM:158350,MENDELIAN
5290,PIK3CA,OMIM:182000,MENDELIAN
51776,MAP3K20,OMIM:616890,MENDELIAN
2316,FLNA,OMIM:300049,MENDELIAN
2316,FLNA,OMIM:300048,MENDELIAN
1857,DVL3,OMIM:616894,MENDELIAN
51124,IER3IP1,OMIM:614231,MENDELIAN
23165,NUP205,OMIM:616893,MENDELIAN
9688,NUP93,OMIM:616892,MENDELIAN
5075,PAX1,OMIM:615560,MENDELIAN
629,CFB,OMIM:615561,MENDELIAN
202018,TAPT1,OMIM:616897,MENDELIAN
4976,OPA1,OMIM:616896,MENDELIAN
4751,NEK2,OMIM:615565,MENDELIAN
190,NR0B1,OMIM:300018,MENDELIAN
7137,TNNI3,OMIM:115210,MENDELIAN
79934,COQ8B,OMIM:615573,MENDELIAN
440,ASNS,OMIM:615574,MENDELIAN
4791,NFKB2,OMIM:615577,MENDELIAN
5538,PPT1,OMIM:256730,MENDELIAN
119559,SFXN4,OMIM:615578,MENDELIAN
6658,SOX3,OMIM:312000,MENDELIAN
1203,CLN5,OMIM:256731,MENDELIAN
81545,FBXO38,OMIM:615575,MENDELIAN
9439,MED23,OMIM:614249,MENDELIAN
6103,RPGR,OMIM:300029,MENDELIAN
4340,MOG,OMIM:614250,MENDELIAN
2902,GRIN1,OMIM:614254,MENDELIAN
7043,TGFB3,OMIM:615582,MENDELIAN
1981,EIF4G1,OMIM:614251,POLYGENIC
4000,LMNA,OMIM:115200,MENDELIAN
22827,PUF60,OMIM:615583,MENDELIAN
2036,EPB41L1,OMIM:614257,MENDELIAN
547,KIF1A,OMIM:614255,MENDELIAN
10369,CACNG2,OMIM:614256,MENDELIAN
3299,HSF4,OMIM:116800,MENDELIAN
3651,PDX1,OMIM:260370,MENDELIAN
26235,FBXL4,OMIM:615471,MENDELIAN
776,CACNA1D,OMIM:615474,MENDELIAN
2775,GNAO1,OMIM:615473,MENDELIAN
23334,SZT2,OMIM:615476,MENDELIAN
121391,KRT74,OMIM:194300,MENDELIAN
91147,TMEM67,OMIM:602152,MENDELIAN
197131,UBR1,OMIM:243800,MENDELIAN
89765,RSPH1,OMIM:615481,MENDELIAN
161582,DNAAF4,OMIM:615482,MENDELIAN
80816,ASXL3,OMIM:615485,MENDELIAN
4141,MARS1,OMIM:615486,MENDELIAN
5155,PDGFB,OMIM:615483,MENDELIAN
56616,DIABLO,OMIM:614152,MENDELIAN
10528,NOP56,OMIM:614153,MENDELIAN
629,CFB,OMIM:615489,POLYGENIC
717,C2,OMIM:615489,POLYGENIC
644,BLVRA,OMIM:614156,MENDELIAN
5243,ABCB1,OMIM:120080,POLYGENIC
100996717,NOTCH2NLC,OMIM:603472,MENDELIAN
10165,SLC25A13,OMIM:603471,MENDELIAN
2188,FANCF,OMIM:603467,MENDELIAN
288,ANK3,OMIM:615493,MENDELIAN
6772,STAT1,OMIM:614162,MENDELIAN
23321,TRIM2,OMIM:615490,MENDELIAN
4089,SMAD4,OMIM:260350,MENDELIAN
3845,KRAS,OMIM:260350,MENDELIAN
91,ACVR1B,OMIM:260350,MENDELIAN
6794,STK11,OMIM:260350,MENDELIAN
7157,TP53,OMIM:260350,MENDELIAN
7345,UCHL1,OMIM:615491,MENDELIAN
2660,MSTN,OMIM:614160,MENDELIAN
6389,SDHA,OMIM:614165,MENDELIAN
5105,PCK1,OMIM:261680,MENDELIAN
1407,CRY1,OMIM:614163,POLYGENIC
2876,GPX1,OMIM:614164,MENDELIAN
84146,ZNF644,OMIM:614167,MENDELIAN
90167,FRMD7,OMIM:310700,MENDELIAN
23347,SMCHD1,OMIM:603457,MENDELIAN
2624,GATA2,OMIM:614172,MENDELIAN
79600,TCTN1,OMIM:614173,MENDELIAN
11107,PRDM5,OMIM:614170,MENDELIAN
26258,BLOC1S6,OMIM:614171,MENDELIAN
5224,PGAM2,OMIM:261670,MENDELIAN
80776,B9D2,OMIM:614175,MENDELIAN
1201,CLN3,OMIM:204200,MENDELIAN
6392,SDHD,OMIM:168000,MENDELIAN
126410,CYP4F22,OMIM:604777,MENDELIAN
4322,MMP13,OMIM:602111,MENDELIAN
26154,ABCA12,OMIM:242500,MENDELIAN
7401,CLRN1,OMIM:614180,MENDELIAN
4117,MAK,OMIM:614181,MENDELIAN
3590,IL11RA,OMIM:614188,MENDELIAN
2200,FBN1,OMIM:614185,MENDELIAN
3769,KCNJ13,OMIM:614186,MENDELIAN
10345,TRDN,OMIM:604772,MENDELIAN
845,CASQ2,OMIM:604772,MENDELIAN
6262,RYR2,OMIM:604772,MENDELIAN
9049,AIP,OMIM:102200,MENDELIAN
8622,PDE8B,OMIM:614190,MENDELIAN
7124,TNF,OMIM:157300,POLYGENIC
2099,ESR1,OMIM:157300,POLYGENIC
1909,EDNRA,OMIM:157300,POLYGENIC
1674,DES,OMIM:604765,MENDELIAN
30813,VSX1,OMIM:614195,MENDELIAN
6329,SCN4A,OMIM:614198,MENDELIAN
3913,LAMB2,OMIM:614199,MENDELIAN
5800,PTPRO,OMIM:614196,MENDELIAN
1749,DLX5,OMIM:183600,MENDELIAN
4488,MSX2,OMIM:604757,MENDELIAN
5573,PRKAR1A,OMIM:160980,MENDELIAN
2720,GLB1,OMIM:230500,MENDELIAN
6533,SLC6A6,OMIM:145350,MENDELIAN
1585,CYP11B2,OMIM:610600,MENDELIAN
3339,HSPG2,OMIM:255800,MENDELIAN
845,CASQ2,OMIM:611938,MENDELIAN
2200,FBN1,OMIM:184900,MENDELIAN
6872,TAF1,OMIM:314250,MENDELIAN
338,APOB,OMIM:144010,MENDELIAN
4286,MITF,OMIM:103500,MENDELIAN
165918,RNF168,OMIM:611943,MENDELIAN
8912,CACNA1H,OMIM:611942,POLYGENIC
343035,RD3,OMIM:610612,MENDELIAN
2161,F12,OMIM:610618,MENDELIAN
1778,DYNC1H1,OMIM:158600,MENDELIAN
2260,FGFR1,OMIM:147950,MENDELIAN
1471,CST3,OMIM:611953,POLYGENIC
5309,PITX3,OMIM:610623,MENDELIAN
60675,PROK2,OMIM:610628,MENDELIAN
6229,RPS24,OMIM:610629,MENDELIAN
2161,F12,OMIM:234000,MENDELIAN
5053,PAH,OMIM:261600,MENDELIAN
1116,CHI3L1,OMIM:611960,POLYGENIC
1760,DMPK,OMIM:160900,MENDELIAN
2218,FKTN,OMIM:236670,MENDELIAN
29954,POMT2,OMIM:236670,MENDELIAN
79147,FKRP,OMIM:236670,MENDELIAN
10585,POMT1,OMIM:236670,MENDELIAN
9215,LARGE1,OMIM:236670,MENDELIAN
1490,CCN2,OMIM:211350,MENDELIAN
427,ASAH1,OMIM:159950,MENDELIAN
6530,SLC6A2,OMIM:604715,MENDELIAN
4998,ORC1,OMIM:224690,MENDELIAN
1621,DBH,OMIM:223360,MENDELIAN
4893,NRAS,OMIM:188470,MENDELIAN
3265,HRAS,OMIM:188470,MENDELIAN
9562,MINPP1,OMIM:188470,POLYGENIC
57522,SRGAP1,OMIM:188470,POLYGENIC
71,ACTG1,OMIM:604717,MENDELIAN
284654,RSPO1,OMIM:610644,MENDELIAN
549,AUH,OMIM:250950,MENDELIAN
1009,CDH11,OMIM:211380,MENDELIAN
6821,SUOX,OMIM:272300,MENDELIAN
1294,COL7A1,OMIM:132000,MENDELIAN
221322,TBC1D32,OMIM:621307,MENDELIAN
2071,ERCC3,OMIM:610651,MENDELIAN
26855,RNU2-2,OMIM:621304,MENDELIAN
26832,RNU5B-1,OMIM:621302,MENDELIAN
4548,MTR,OMIM:250940,MENDELIAN
65250,CPLANE1,OMIM:277170,MENDELIAN
2548,GAA,OMIM:621314,MENDELIAN
4817,NIT1,OMIM:621313,MENDELIAN
51592,TRIM33,OMIM:621311,MENDELIAN
405753,DUOXA2,OMIM:274900,MENDELIAN
136647,MPLKIP,OMIM:234050,MENDELIAN
4716,NDUFB10,OMIM:619003,MENDELIAN
8567,MADD,OMIM:619004,MENDELIAN
8567,MADD,OMIM:619005,MENDELIAN
1080,CFTR,OMIM:277180,MENDELIAN
23067,SETD1B,OMIM:619000,MENDELIAN
2628,GATM,OMIM:134600,MENDELIAN
5106,PCK2,OMIM:261650,MENDELIAN
55706,NDC1,OMIM:621328,MENDELIAN
3419,IDH3A,OMIM:619007,MENDELIAN
54766,BTG4,OMIM:619009,MENDELIAN
343637,RSPO4,OMIM:206800,MENDELIAN
22929,SEPHS1,OMIM:621325,MENDELIAN
7284,TUFM,OMIM:610678,MENDELIAN
5805,PTS,OMIM:261640,MENDELIAN
6720,SREBF1,OMIM:619016,MENDELIAN
4210,MEFV,OMIM:134610,MENDELIAN
9319,TRIP13,OMIM:619011,MENDELIAN
63899,NSUN3,OMIM:619012,MENDELIAN
2193,FARSA,OMIM:619013,MENDELIAN
26276,VPS33B,OMIM:620009,MENDELIAN
10491,CRTAP,OMIM:610682,MENDELIAN
203190,LGI3,OMIM:620007,MENDELIAN
22858,CILK1,OMIM:621337,MENDELIAN
5557,PRIM1,OMIM:620005,MENDELIAN
387129,NPSR1,OMIM:621336,MENDELIAN
1073,CFL2,OMIM:610687,MENDELIAN
91147,TMEM67,OMIM:610688,MENDELIAN
3110,MNX1,OMIM:176450,MENDELIAN
1104,RCC1,OMIM:621333,MENDELIAN
84081,NSRP1,OMIM:620001,MENDELIAN
10155,TRIM28,OMIM:621332,MENDELIAN
22899,ARHGEF15,OMIM:621331,MENDELIAN
219844,HYLS1,OMIM:236680,MENDELIAN
1371,CPOX,OMIM:121300,MENDELIAN
3858,KRT10,OMIM:146600,MENDELIAN
80217,CFAP43,OMIM:236690,MENDELIAN
54658,UGT1A1,OMIM:218800,MENDELIAN
64432,MRPS25,OMIM:619025,MENDELIAN
84842,HPDL,OMIM:619026,MENDELIAN
5860,QDPR,OMIM:261630,MENDELIAN
84842,HPDL,OMIM:619027,MENDELIAN
84274,COQ5,OMIM:619028,MENDELIAN
25793,FBXO7,OMIM:260300,MENDELIAN
125170,MIEF2,OMIM:619024,MENDELIAN
8910,SGCE,OMIM:159900,MENDELIAN
4233,MET,OMIM:620019,MENDELIAN
3075,CFH,OMIM:610698,POLYGENIC
29969,MDFIC,OMIM:620014,MENDELIAN
662,BNIP1,OMIM:621345,MENDELIAN
8914,TIMELESS,OMIM:620015,MENDELIAN
392617,ELFN1,OMIM:621344,MENDELIAN
55294,FBXW7,OMIM:620012,MENDELIAN
29763,PACSIN3,OMIM:621343,MENDELIAN
26276,VPS33B,OMIM:620010,MENDELIAN
3082,HGF,OMIM:608265,MENDELIAN
65055,REEP1,OMIM:620011,MENDELIAN
60529,ALX4,OMIM:609597,MENDELIAN
79577,CDC73,OMIM:608266,MENDELIAN
8085,KMT2D,OMIM:147920,MENDELIAN
7403,KDM6A,OMIM:147920,MENDELIAN
2532,ACKR1,OMIM:110700,MENDELIAN
3767,KCNJ11,OMIM:610582,MENDELIAN
11155,LDB3,OMIM:621237,MENDELIAN
488,ATP2A2,OMIM:621236,POLYGENIC
29126,CD274,OMIM:621235,MENDELIAN
22807,IKZF2,OMIM:621234,MENDELIAN
22807,IKZF2,OMIM:621233,MENDELIAN
84790,TUBA1C,OMIM:621232,MENDELIAN
7277,TUBA4A,OMIM:621231,MENDELIAN
5660,PSAP,OMIM:249900,MENDELIAN
146183,OTOA,OMIM:607039,MENDELIAN
176,ACAN,OMIM:608361,MENDELIAN
6662,SOX9,OMIM:114290,MENDELIAN
64321,SOX17,OMIM:621248,MENDELIAN
768206,PRCD,OMIM:610599,MENDELIAN
79001,VKORC1,OMIM:122700,MENDELIAN
1548,CYP2A6,OMIM:122700,MENDELIAN
1559,CYP2C9,OMIM:122700,MENDELIAN
79048,SECISBP2,OMIM:609698,MENDELIAN
55362,TMEM63B,OMIM:621250,MENDELIAN
6439,SFTPB,OMIM:265120,MENDELIAN
6197,RPS6KA3,OMIM:303600,MENDELIAN
6794,STK11,OMIM:175200,MENDELIAN
50700,RDH8,OMIM:621259,MENDELIAN
80233,FAAP100,OMIM:621258,MENDELIAN
4625,MYH7,OMIM:608358,MENDELIAN
3710,ITPR3,OMIM:621254,MENDELIAN
5921,RASA1,OMIM:608354,MENDELIAN
8720,MBTPS1,OMIM:621252,MENDELIAN
118461,C10ORF71,OMIM:621251,MENDELIAN
91624,NEXN,OMIM:621261,MENDELIAN
2249,FGF4,OMIM:621260,MENDELIAN
9750,RIPOR2,OMIM:607017,MENDELIAN
54658,UGT1A1,OMIM:237900,MENDELIAN
84971,ATG4D,OMIM:621269,MENDELIAN
3425,IDUA,OMIM:607014,MENDELIAN
4040,LRP6,OMIM:621268,MENDELIAN
3673,ITGA2,OMIM:621267,MENDELIAN
3425,IDUA,OMIM:607016,MENDELIAN
3674,ITGA2B,OMIM:621266,MENDELIAN
3425,IDUA,OMIM:607015,MENDELIAN
84444,DOT1L,OMIM:621265,MENDELIAN
3690,ITGB3,OMIM:621264,MENDELIAN
10116,FEM1B,OMIM:621263,MENDELIAN
54332,GDAP1,OMIM:608340,MENDELIAN
6139,RPL17,OMIM:621262,MENDELIAN
84676,TRIM63,OMIM:621270,MENDELIAN
1280,COL2A1,OMIM:151210,MENDELIAN
3617,IMPG1,OMIM:153870,MENDELIAN
593,BCKDHA,OMIM:248600,MENDELIAN
54499,TMCO1,OMIM:213980,MENDELIAN
2649,NR6A1,OMIM:621277,MENDELIAN
3845,KRAS,OMIM:163200,MENDELIAN
4893,NRAS,OMIM:163200,MENDELIAN
3265,HRAS,OMIM:163200,MENDELIAN
4438,MSH4,OMIM:108420,MENDELIAN
221322,TBC1D32,OMIM:621280,MENDELIAN
2200,FBN1,OMIM:608328,MENDELIAN
368,ABCC6,OMIM:177850,MENDELIAN
8565,YARS1,OMIM:608323,MENDELIAN
4205,MEF2A,OMIM:608320,POLYGENIC
2011,MARK2,OMIM:621285,MENDELIAN
286676,ILDR1,OMIM:609646,MENDELIAN
2811,GP1BA,OMIM:177820,MENDELIAN
440193,CCDC88C,OMIM:236600,MENDELIAN
51322,WAC,OMIM:616708,MENDELIAN
9455,HOMER2,OMIM:616707,MENDELIAN
4233,MET,OMIM:616705,MENDELIAN
1312,COMT,OMIM:621296,MENDELIAN
4854,NOTCH3,OMIM:621295,MENDELIAN
4851,NOTCH1,OMIM:109730,MENDELIAN
7546,ZIC2,OMIM:609637,MENDELIAN
1832,DSP,OMIM:609638,MENDELIAN
51142,CHCHD2,OMIM:616710,MENDELIAN
9445,ITM2B,OMIM:176500,MENDELIAN
57410,SCYL1,OMIM:616719,MENDELIAN
6323,SCN1A,OMIM:609634,MENDELIAN
5830,PEX5,OMIM:616716,MENDELIAN
4976,OPA1,OMIM:210000,MENDELIAN
10159,ATP6AP2,OMIM:301045,MENDELIAN
9663,LPIN2,OMIM:609628,MENDELIAN
55906,ZC4H2,OMIM:301041,MENDELIAN
10735,STAG2,OMIM:301043,MENDELIAN
8243,SMC1A,OMIM:301044,MENDELIAN
406987,MIR204,OMIM:616722,MENDELIAN
64116,SLC39A8,OMIM:616721,MENDELIAN
1305,COL13A1,OMIM:616720,MENDELIAN
2622,DRC4,OMIM:616726,MENDELIAN
4040,LRP6,OMIM:616724,MENDELIAN
89970,RSPRY1,OMIM:616723,MENDELIAN
3759,KCNJ2,OMIM:609622,MENDELIAN
23028,KDM1A,OMIM:616728,MENDELIAN
3757,KCNH2,OMIM:609620,MENDELIAN
3784,KCNQ1,OMIM:609621,MENDELIAN
546,ATRX,OMIM:301040,MENDELIAN
9780,PIEZO1,OMIM:194380,MENDELIAN
55593,OTUD5,OMIM:301056,MENDELIAN
2258,FGF13,OMIM:301058,MENDELIAN
286464,CFAP47,OMIM:301059,MENDELIAN
2158,F9,OMIM:301052,POLYGENIC
7317,UBA1,OMIM:301054,MENDELIAN
10229,COQ7,OMIM:616733,MENDELIAN
11151,CORO1A,OMIM:615401,MENDELIAN
84816,RTN4IP1,OMIM:616732,MENDELIAN
10058,ABCB6,OMIM:615402,MENDELIAN
57122,NUP107,OMIM:616730,MENDELIAN
6900,CNTN2,OMIM:615400,MENDELIAN
998,CDC42,OMIM:616737,MENDELIAN
26011,TENM4,OMIM:616736,MENDELIAN
10982,MAPRE2,OMIM:616734,MENDELIAN
26277,TINF2,OMIM:127550,MENDELIAN
7015,TERT,OMIM:127550,MENDELIAN
7012,TERC,OMIM:127550,MENDELIAN
3176,HNMT,OMIM:616739,MENDELIAN
1285,COL4A3,OMIM:301050,MENDELIAN
1286,COL4A4,OMIM:301050,MENDELIAN
1287,COL4A5,OMIM:301050,MENDELIAN
2122,MECOM,OMIM:616738,MENDELIAN
51284,TLR7,OMIM:301051,MENDELIAN
6314,ATXN7,OMIM:164500,MENDELIAN
2729,GCLC,OMIM:230450,MENDELIAN
84679,SLC9A7,OMIM:301024,MENDELIAN
90161,HS6ST2,OMIM:301025,MENDELIAN
2239,GPC4,OMIM:301026,MENDELIAN
4810,NHS,OMIM:302350,MENDELIAN
4694,NDUFA1,OMIM:301020,MENDELIAN
54539,NDUFB11,OMIM:301021,MENDELIAN
10735,STAG2,OMIM:301022,MENDELIAN
83605,CCM2,OMIM:116860,MENDELIAN
889,KRIT1,OMIM:116860,MENDELIAN
11235,PDCD10,OMIM:116860,MENDELIAN
7037,TFRC,OMIM:616740,MENDELIAN
54885,TBC1D8B,OMIM:301028,MENDELIAN
63035,BCORL1,OMIM:301029,MENDELIAN
7128,TNFAIP3,OMIM:616744,MENDELIAN
7283,TUBG1,OMIM:615412,MENDELIAN
340719,NANOS1,OMIM:615413,MENDELIAN
3796,KIF2A,OMIM:615411,MENDELIAN
1911,PHC1,OMIM:615414,MENDELIAN
284086,NEK8,OMIM:615415,MENDELIAN
291,SLC25A4,OMIM:615418,MENDELIAN
118856,MMP21,OMIM:616749,MENDELIAN
259232,NALCN,OMIM:615419,MENDELIAN
3759,KCNJ2,OMIM:170390,MENDELIAN
176,ACAN,OMIM:165800,MENDELIAN
8471,IRS4,OMIM:301035,MENDELIAN
5422,POLA1,OMIM:301030,MENDELIAN
84061,MAGT1,OMIM:301031,MENDELIAN
10943,MSL3,OMIM:301032,MENDELIAN
6907,TBL1X,OMIM:301033,MENDELIAN
201973,PRIMPOL,OMIM:615420,MENDELIAN
79576,NKAP,OMIM:301039,MENDELIAN
2523,FUT1,OMIM:616754,MENDELIAN
2524,FUT2,OMIM:616754,MENDELIAN
3178,HNRNPA1,OMIM:615424,MENDELIAN
3181,HNRNPA2B1,OMIM:615422,MENDELIAN
667,DST,OMIM:615425,MENDELIAN
57531,HACE1,OMIM:616756,MENDELIAN
3178,HNRNPA1,OMIM:615426,MENDELIAN
84173,ELMOD3,OMIM:615429,MENDELIAN
10568,SLC34A2,OMIM:265100,MENDELIAN
1589,CYP21A2,OMIM:201910,MENDELIAN
7454,WAS,OMIM:301000,MENDELIAN
4043,LRPAP1,OMIM:615431,MENDELIAN
8270,LAGE3,OMIM:301006,MENDELIAN
147183,KRT25,OMIM:616760,MENDELIAN
22866,CNKSR2,OMIM:301008,MENDELIAN
23568,ARL2BP,OMIM:615434,MENDELIAN
1859,DYRK1A,OMIM:614104,MENDELIAN
79853,TM4SF20,OMIM:615432,POLYGENIC
811,CALR,OMIM:254450,MENDELIAN
10019,SH2B3,OMIM:254450,MENDELIAN
3717,JAK2,OMIM:254450,MENDELIAN
4352,MPL,OMIM:254450,MENDELIAN
64857,PLEKHG2,OMIM:616763,MENDELIAN
3514,IGKC,OMIM:614102,MENDELIAN
51520,LARS1,OMIM:615438,MENDELIAN
3426,CFI,OMIM:615439,POLYGENIC
5592,PRKG1,OMIM:615436,MENDELIAN
4329,ALDH6A1,OMIM:614105,MENDELIAN
23328,SASH1,OMIM:127500,MENDELIAN
80781,COL18A1,OMIM:267750,MENDELIAN
63932,STEEP1,OMIM:301013,MENDELIAN
5324,PLAG1,OMIM:181030,MENDELIAN
51360,MBTPS2,OMIM:301014,MENDELIAN
286410,ATP11C,OMIM:301015,MENDELIAN
407,ARR3,OMIM:301010,MENDELIAN
10345,TRDN,OMIM:615441,MENDELIAN
5162,PDHB,OMIM:614111,MENDELIAN
114928,GPRASP2,OMIM:301018,MENDELIAN
60528,ELAC2,OMIM:615440,MENDELIAN
10293,TRAIP,OMIM:616777,MENDELIAN
9702,CEP57,OMIM:614114,MENDELIAN
10319,LAMC3,OMIM:614115,MENDELIAN
51364,ZMYND10,OMIM:615444,MENDELIAN
2259,FGF14,OMIM:193003,MENDELIAN
5654,HTRA1,OMIM:616779,MENDELIAN
1786,DNMT1,OMIM:614116,MENDELIAN
9321,TRIP11,OMIM:200600,MENDELIAN
3123,HLA-DRB1,OMIM:181000,POLYGENIC
347688,TUBB8,OMIM:616780,MENDELIAN
23247,KATNIP,OMIM:616784,MENDELIAN
1537,CYC1,OMIM:615453,MENDELIAN
1118,CHIT1,OMIM:614122,MENDELIAN
9731,CEP104,OMIM:616781,MENDELIAN
55130,ODAD2,OMIM:615451,MENDELIAN
374654,KIF7,OMIM:614120,MENDELIAN
1748,DLX4,OMIM:616788,MENDELIAN
112609,MRAP2,OMIM:615457,POLYGENIC
24,ABCA4,OMIM:153800,POLYGENIC
8192,CLPP,OMIM:614129,MENDELIAN
170692,ADAMTS18,OMIM:615458,MENDELIAN
23389,MED13L,OMIM:616789,MENDELIAN
3945,LDHB,OMIM:614128,MENDELIAN
1280,COL2A1,OMIM:200610,MENDELIAN
8913,CACNA1G,OMIM:616795,MENDELIAN
115286,SLC25A26,OMIM:616794,MENDELIAN
4643,MYO1E,OMIM:614131,MENDELIAN
10892,MALT1,OMIM:615468,MENDELIAN
2260,FGFR1,OMIM:615465,MENDELIAN
1297,COL9A1,OMIM:614134,MENDELIAN
1297,COL9A1,OMIM:614135,MENDELIAN
2778,GNAS,OMIM:103580,MENDELIAN
