gene_id,disease_id
9076,OMIM:607626
925,OMIM:608957
1181,OMIM:607628
1756,OMIM:300376
10577,OMIM:607625
5873,OMIM:607624
4724,OMIM:252010
3769,OMIM:193230
4835,OMIM:114480
5245,OMIM:114480
8438,OMIM:114480
472,OMIM:114480
7517,OMIM:114480
83990,OMIM:114480
999,OMIM:114480
675,OMIM:114480
207,OMIM:114480
3161,OMIM:114480
5290,OMIM:114480
672,OMIM:114480
9821,OMIM:114480
3845,OMIM:114480
580,OMIM:114480
2099,OMIM:114480
841,OMIM:114480
5002,OMIM:114480
5888,OMIM:114480
8493,OMIM:114480
7157,OMIM:114480
113278,OMIM:211500
6389,OMIM:252011
6609,OMIM:607616
2182,OMIM:300387
80169,OMIM:612199
11277,OMIM:152700
2212,OMIM:152700
2213,OMIM:152700
1773,OMIM:152700
7439,OMIM:193220
5130,OMIM:608940
246329,OMIM:255995
3689,OMIM:116920
79695,OMIM:608812
229,OMIM:229600
6606,OMIM:271150
2720,OMIM:230600
55733,OMIM:600092
1280,OMIM:608805
57165,OMIM:608804
7259,OMIM:608800
8842,OMIM:612095
70,OMIM:612098
7273,OMIM:608807
54982,OMIM:204300
120227,OMIM:600081
51816,OMIM:182410
10388,OMIM:258150
2937,OMIM:231900
5621,OMIM:600072
861,OMIM:601399
84173,OMIM:619500
57498,OMIM:619501
2783,OMIM:619503
26057,OMIM:619504
8642,OMIM:601390
4647,OMIM:600060
64072,OMIM:601386
10594,OMIM:600059
10043,OMIM:619510
1182,OMIM:619512
63895,OMIM:114300
779,OMIM:170400
6329,OMIM:170400
1182,OMIM:619517
11012,OMIM:620507
9453,OMIM:619518
9681,OMIM:620504
57863,OMIM:619519
2550,OMIM:620502
49,OMIM:620500
196385,OMIM:619515
148867,OMIM:620501
150468,OMIM:272440
8898,OMIM:601382
10021,OMIM:619521
7750,OMIM:619522
150274,OMIM:619523
3972,OMIM:228300
154197,OMIM:619528
2720,OMIM:230650
6621,OMIM:620515
5335,OMIM:620514
2542,OMIM:619525
57466,OMIM:620511
11160,OMIM:620512
9562,OMIM:619527
51163,OMIM:620510
4353,OMIM:254600
1690,OMIM:601369
153201,OMIM:242600
2147,OMIM:601367
241,OMIM:601367
2153,OMIM:601367
83723,OMIM:619531
22906,OMIM:618201
79989,OMIM:619534
10848,OMIM:620519
6709,OMIM:620528
57479,OMIM:619539
2678,OMIM:231950
3551,OMIM:618204
1107,OMIM:618205
3930,OMIM:169400
5290,OMIM:619538
2317,OMIM:272460
9496,OMIM:601360
9896,OMIM:216340
6595,OMIM:601358
6261,OMIM:619542
4883,OMIM:619543
7040,OMIM:618213
137392,OMIM:618219
27133,OMIM:620537
6709,OMIM:620538
1285,OMIM:620536
164,OMIM:619548
6730,OMIM:620534
84888,OMIM:619549
6857,OMIM:618218
6778,OMIM:620532
4728,OMIM:618222
6909,OMIM:618223
51422,OMIM:261740
3852,OMIM:619555
374291,OMIM:618224
30000,OMIM:619556
4723,OMIM:618225
9785,OMIM:618220
57102,OMIM:618221
147872,OMIM:620548
83548,OMIM:620546
55628,OMIM:619557
4719,OMIM:618226
147872,OMIM:620547
4720,OMIM:618228
170689,OMIM:620545
4729,OMIM:618229
7443,OMIM:620542
6709,OMIM:620540
1277,OMIM:259420
1278,OMIM:259420
2627,OMIM:600001
5745,OMIM:600002
80114,OMIM:601331
7555,OMIM:602668
91942,OMIM:618233
84909,OMIM:619565
51103,OMIM:618234
3714,OMIM:619566
4695,OMIM:618235
478,OMIM:601338
126328,OMIM:618236
3561,OMIM:300400
51119,OMIM:260400
6729,OMIM:260400
134218,OMIM:260400
10659,OMIM:619561
4722,OMIM:618230
219854,OMIM:619562
147138,OMIM:618231
4726,OMIM:618232
29078,OMIM:618237
8312,OMIM:620558
79133,OMIM:618238
137682,OMIM:618239
165829,OMIM:620551
54471,OMIM:620550
79944,OMIM:236792
4763,OMIM:601321
57551,OMIM:619575
55967,OMIM:618244
56915,OMIM:619576
4715,OMIM:618245
4709,OMIM:618246
4704,OMIM:618247
25915,OMIM:618240
55572,OMIM:618241
50619,OMIM:619573
80224,OMIM:618242
182,OMIM:619574
4705,OMIM:618243
23476,OMIM:620568
123263,OMIM:618248
4720,OMIM:620569
51079,OMIM:618249
9820,OMIM:273750
10092,OMIM:620565
2898,OMIM:619580
55863,OMIM:618250
3852,OMIM:619588
55814,OMIM:618257
2070,OMIM:601316
4647,OMIM:601317
80173,OMIM:619582
51300,OMIM:618251
4714,OMIM:618252
4700,OMIM:618253
4059,OMIM:247420
80173,OMIM:619585
115399,OMIM:618254
151516,OMIM:146750
23384,OMIM:145420
2300,OMIM:620576
9244,OMIM:272430
6657,OMIM:206900
4990,OMIM:206900
164781,OMIM:620570
970,OMIM:618261
7225,OMIM:603965
80347,OMIM:618266
64841,OMIM:619598
10519,OMIM:618267
3852,OMIM:619599
57003,OMIM:618268
7068,OMIM:188570
55229,OMIM:619593
3852,OMIM:619594
10847,OMIM:619595
9423,OMIM:618264
5530,OMIM:618265
27349,OMIM:620583
2312,OMIM:146700
8204,OMIM:618270
23405,OMIM:618272
5375,OMIM:618279
2261,OMIM:603956
22983,OMIM:618273
779,OMIM:188580
4047,OMIM:618275
23287,OMIM:618276
55145,OMIM:602629
64093,OMIM:206920
60681,OMIM:259450
745,OMIM:618280
84905,OMIM:618282
4140,OMIM:618283
7080,OMIM:188550
3739,OMIM:618284
777,OMIM:618285
4781,OMIM:618286
5970,OMIM:618287
5479,OMIM:259440
23299,OMIM:618291
1795,OMIM:618292
7422,OMIM:603933
8483,OMIM:603932
1299,OMIM:603932
1301,OMIM:603932
7058,OMIM:603932
54829,OMIM:603932
5257,OMIM:261750
8665,OMIM:618295
221692,OMIM:618298
6295,OMIM:258100
114548,OMIM:120100
3476,OMIM:300472
1534,OMIM:618182
83483,OMIM:618183
4359,OMIM:618184
778,OMIM:300476
10134,OMIM:300475
54084,OMIM:618180
79717,OMIM:618189
375,OMIM:618185
8506,OMIM:618186
2100,OMIM:618187
55503,OMIM:618188
400916,OMIM:615911
6338,OMIM:211400
1080,OMIM:211400
8195,OMIM:236700
55624,OMIM:253280
5894,OMIM:615916
4000,OMIM:176670
5111,OMIM:615919
57176,OMIM:615917
773,OMIM:108500
80222,OMIM:615918
54209,OMIM:618193
49855,OMIM:618195
4983,OMIM:300486
3239,OMIM:186000
538,OMIM:300489
2050,OMIM:618196
6576,OMIM:618197
4649,OMIM:618198
9128,OMIM:615922
3141,OMIM:253270
4882,OMIM:615923
25782,OMIM:212720
9915,OMIM:615926
26580,OMIM:615924
2693,OMIM:615925
2022,OMIM:187300
2651,OMIM:110800
6103,OMIM:300455
6499,OMIM:614602
340061,OMIM:615934
686,OMIM:253260
10000,OMIM:615937
3119,OMIM:212750
3117,OMIM:212750
894,OMIM:615938
8289,OMIM:614607
3849,OMIM:146800
256297,OMIM:615935
6598,OMIM:614608
6597,OMIM:614609
4591,OMIM:253250
5144,OMIM:614613
1600,OMIM:615945
388551,OMIM:614614
124512,OMIM:615942
4582,OMIM:174000
26005,OMIM:615948
57465,OMIM:614617
9152,OMIM:614618
283375,OMIM:615946
65250,OMIM:614615
338328,OMIM:615947
2984,OMIM:614616
3845,OMIM:109800
3265,OMIM:109800
5925,OMIM:109800
2261,OMIM:109800
2743,OMIM:614619
80326,OMIM:224750
3028,OMIM:300438
6774,OMIM:615952
1161,OMIM:614621
3816,OMIM:615953
79798,OMIM:615954
10290,OMIM:615959
60481,OMIM:615957
546,OMIM:300448
2908,OMIM:615962
7148,OMIM:615963
284217,OMIM:615960
3483,OMIM:615961
5591,OMIM:615966
286262,OMIM:613307
7443,OMIM:607596
6231,OMIM:613309
64902,OMIM:210100
174,OMIM:615969
6204,OMIM:613308
2065,OMIM:607598
29851,OMIM:607594
63895,OMIM:248700
7369,OMIM:162000
174,OMIM:615970
282809,OMIM:615973
23554,OMIM:613310
2059,OMIM:615974
729920,OMIM:614643
57654,OMIM:614640
5167,OMIM:613312
26022,OMIM:615972
3459,OMIM:615978
57817,OMIM:613313
79791,OMIM:615979
203859,OMIM:613319
611,OMIM:190900
54413,OMIM:300425
8481,OMIM:300424
10159,OMIM:300423
6927,OMIM:222100
3569,OMIM:222100
8573,OMIM:300422
3991,OMIM:615980
583,OMIM:615981
51004,OMIM:614650
55212,OMIM:615984
667,OMIM:614653
123016,OMIM:615985
57017,OMIM:614654
51025,OMIM:613320
585,OMIM:615982
23590,OMIM:614651
129880,OMIM:615983
57107,OMIM:614652
170302,OMIM:300419
22954,OMIM:615988
6597,OMIM:613325
166379,OMIM:615989
27241,OMIM:615986
284119,OMIM:613327
1146,OMIM:253290
1144,OMIM:253290
1134,OMIM:253290
79738,OMIM:615987
5054,OMIM:613329
5293,OMIM:613328
90417,OMIM:613328
79058,OMIM:606243
60495,OMIM:236730
3075,OMIM:235400
10878,OMIM:235400
3078,OMIM:235400
4038,OMIM:212780
201294,OMIM:608898
91147,OMIM:615991
80184,OMIM:615991
51057,OMIM:615992
579,OMIM:613330
54903,OMIM:615990
5193,OMIM:266510
92482,OMIM:615995
51621,OMIM:612001
1139,OMIM:612001
11020,OMIM:615996
2984,OMIM:614665
10806,OMIM:615993
3290,OMIM:614662
54585,OMIM:615994
213,OMIM:615999
5332,OMIM:614669
54205,OMIM:612004
85358,OMIM:606232
10516,OMIM:608895
411,OMIM:253200
5264,OMIM:266500
5191,OMIM:266500
57798,OMIM:614672
4920,OMIM:113000
9227,OMIM:613341
6731,OMIM:614675
9662,OMIM:614673
6329,OMIM:613345
3350,OMIM:614674
388389,OMIM:614679
675,OMIM:613347
56997,OMIM:612016
91869,OMIM:612015
387700,OMIM:612018
51010,OMIM:614678
79728,OMIM:613348
6513,OMIM:608885
3784,OMIM:607554
26224,OMIM:606220
78987,OMIM:606217
10410,OMIM:614680
10908,OMIM:612020
3107,OMIM:177900
79628,OMIM:613353
3570,OMIM:614689
4487,OMIM:608874
7045,OMIM:607541
727857,OMIM:607539
3758,OMIM:241200
55750,OMIM:614691
1380,OMIM:614699
3664,OMIM:608864
3981,OMIM:254500
595,OMIM:254500
4771,OMIM:101000
8200,OMIM:200700
1294,OMIM:607523
3630,OMIM:613370
285498,OMIM:612042
8988,OMIM:613376
640,OMIM:613375
338557,OMIM:607514
1136,OMIM:612052
1138,OMIM:612052
5744,OMIM:613382
83737,OMIM:613385
6569,OMIM:613388
9215,OMIM:608840
1376,OMIM:608836
4626,OMIM:608837
4049,OMIM:607507
6853,OMIM:300491
4204,OMIM:300496
57502,OMIM:300495
5889,OMIM:613390
374462,OMIM:613391
50489,OMIM:613393
1663,OMIM:613398
8575,OMIM:612067
2990,OMIM:253220
23435,OMIM:612069
5889,OMIM:613399
4148,OMIM:140600
8803,OMIM:612073
56606,OMIM:612076
50484,OMIM:612075
55131,OMIM:612079
8074,OMIM:193100
2200,OMIM:102370
6555,OMIM:613291
3998,OMIM:227300
8291,OMIM:253601
825,OMIM:253600
4867,OMIM:266900
1584,OMIM:202010
55650,OMIM:239300
6444,OMIM:601287
54757,OMIM:204690
6100,OMIM:180104
2018,OMIM:269160
6496,OMIM:269160
3614,OMIM:180105
11132,OMIM:601283
26154,OMIM:601277
6926,OMIM:181450
567,OMIM:241600
950,OMIM:254900
26040,OMIM:269150
4854,OMIM:125310
81794,OMIM:277600
7450,OMIM:193400
6101,OMIM:180100
2138,OMIM:602588
7075,OMIM:619401
80206,OMIM:619402
3579,OMIM:619407
10531,OMIM:619405
3773,OMIM:619406
4351,OMIM:602579
5354,OMIM:312080
326,OMIM:240300
8565,OMIM:619418
27352,OMIM:620401
10229,OMIM:620402
6578,OMIM:167100
55505,OMIM:620400
1967,OMIM:603896
85300,OMIM:601238
10533,OMIM:619422
205327,OMIM:619423
9742,OMIM:266920
4633,OMIM:619424
26074,OMIM:620409
3239,OMIM:113300
22930,OMIM:619420
2202,OMIM:126600
171546,OMIM:620416
171546,OMIM:620417
11232,OMIM:619425
7286,OMIM:620415
1642,OMIM:619426
81603,OMIM:619428
3156,OMIM:620410
3848,OMIM:620411
1674,OMIM:181400
389827,OMIM:254940
59341,OMIM:181405
8322,OMIM:133780
4041,OMIM:133780
1280,OMIM:132450
65992,OMIM:602557
10112,OMIM:619433
84894,OMIM:618103
56896,OMIM:619435
72,OMIM:619431
10765,OMIM:618109
53371,OMIM:620427
54973,OMIM:620428
55505,OMIM:620425
27148,OMIM:619436
22806,OMIM:619437
6418,OMIM:618106
2653,OMIM:620423
9842,OMIM:618107
8737,OMIM:618108
5428,OMIM:258450
23078,OMIM:620422
4838,OMIM:270100
1120,OMIM:602541
2706,OMIM:602540
4054,OMIM:601216
6299,OMIM:107480
3728,OMIM:601214
83449,OMIM:618112
745,OMIM:618113
6809,OMIM:619445
6340,OMIM:618114
6809,OMIM:619446
402381,OMIM:618115
51163,OMIM:619441
122402,OMIM:618110
54014,OMIM:620438
23524,OMIM:620439
114803,OMIM:618116
56945,OMIM:618117
4041,OMIM:259770
868,OMIM:620430
3064,OMIM:143100
56975,OMIM:259775
23405,OMIM:601200
55249,OMIM:602531
4784,OMIM:602535
2735,OMIM:618123
8888,OMIM:618124
6337,OMIM:618126
4052,OMIM:619451
513,OMIM:618120
81788,OMIM:619452
27341,OMIM:619453
9020,OMIM:620449
51704,OMIM:620447
361,OMIM:620448
9675,OMIM:620445
825,OMIM:618129
6775,OMIM:620443
344167,OMIM:620444
79728,OMIM:620442
6045,OMIM:619460
4627,OMIM:155100
7809,OMIM:602522
2064,OMIM:619465
3155,OMIM:246450
7161,OMIM:619466
84892,OMIM:618135
164,OMIM:619467
254428,OMIM:619468
127833,OMIM:619461
6007,OMIM:619462
146206,OMIM:618131
55340,OMIM:619463
2783,OMIM:619464
5332,OMIM:620458
3908,OMIM:618138
56980,OMIM:620459
9256,OMIM:620456
9734,OMIM:620457
1974,OMIM:620455
29967,OMIM:620452
59341,OMIM:168400
9256,OMIM:620453
6874,OMIM:620450
79736,OMIM:620451
84065,OMIM:619470
26160,OMIM:619471
5137,OMIM:618140
9851,OMIM:619476
10205,OMIM:618145
55791,OMIM:619477
1789,OMIM:619478
8812,OMIM:618147
9851,OMIM:619479
8991,OMIM:618148
10526,OMIM:619472
23316,OMIM:618141
100996717,OMIM:619473
348180,OMIM:618142
94005,OMIM:618143
6711,OMIM:619475
22901,OMIM:618144
4762,OMIM:620469
8626,OMIM:618149
3257,OMIM:203300
527,OMIM:620465
4436,OMIM:120435
5378,OMIM:120435
10413,OMIM:120433
6050,OMIM:620461
10486,OMIM:620462
3181,OMIM:620460
5080,OMIM:120430
6331,OMIM:603830
11198,OMIM:619480
1412,OMIM:115900
123264,OMIM:619481
25839,OMIM:618150
283446,OMIM:619482
3709,OMIM:106190
5290,OMIM:602501
3636,OMIM:258480
100147744,OMIM:619487
2222,OMIM:618156
374879,OMIM:619488
2692,OMIM:618157
60676,OMIM:619489
5058,OMIM:618158
10660,OMIM:619483
144406,OMIM:618152
200931,OMIM:619484
401024,OMIM:618153
9508,OMIM:618154
134353,OMIM:619486
4617,OMIM:618155
54977,OMIM:205950
7066,OMIM:620478
50485,OMIM:242900
60,OMIM:620475
3921,OMIM:271400
60,OMIM:620470
5660,OMIM:619491
55599,OMIM:618160
57158,OMIM:619492
403,OMIM:618161
80267,OMIM:619493
23387,OMIM:618162
50515,OMIM:618167
7482,OMIM:618168
4256,OMIM:245150
5745,OMIM:156400
84231,OMIM:618164
4221,OMIM:131100
7157,OMIM:618165
6331,OMIM:603829
10117,OMIM:204650
116519,OMIM:145750
6426,OMIM:620489
7171,OMIM:620486
2131,OMIM:215300
5498,OMIM:620483
5795,OMIM:620484
7066,OMIM:620481
5524,OMIM:620482
81833,OMIM:620490
54936,OMIM:618170
403,OMIM:618173
23279,OMIM:618178
2629,OMIM:230900
79023,OMIM:618179
26119,OMIM:603813
118429,OMIM:228600
1496,OMIM:618174
4921,OMIM:618175
79902,OMIM:618176
55746,OMIM:618177
1584,OMIM:103900
10881,OMIM:620499
284111,OMIM:615905
9898,OMIM:620494
6235,OMIM:615909
2760,OMIM:272750
7424,OMIM:615907
6095,OMIM:618060
51726,OMIM:618061
85016,OMIM:618063
8323,OMIM:161050
6853,OMIM:300115
6521,OMIM:185020
1183,OMIM:300114
677814,OMIM:619396
5393,OMIM:618065
27178,OMIM:619398
23241,OMIM:618067
10312,OMIM:259700
7138,OMIM:620389
7138,OMIM:620386
23250,OMIM:620384
9839,OMIM:235730
4342,OMIM:620383
27327,OMIM:618074
6658,OMIM:300123
51474,OMIM:618079
9693,OMIM:618075
57222,OMIM:208100
51506,OMIM:618076
55765,OMIM:618077
57122,OMIM:618078
3664,OMIM:119500
843,OMIM:603909
80055,OMIM:615802
10978,OMIM:615803
10225,OMIM:211750
275,OMIM:620398
271,OMIM:615809
200576,OMIM:121850
7175,OMIM:620393
1763,OMIM:615807
388698,OMIM:618084
6005,OMIM:185000
3043,OMIM:603903
3043,OMIM:603902
57697,OMIM:618086
8913,OMIM:618087
64207,OMIM:618088
80204,OMIM:618089
23522,OMIM:606170
9149,OMIM:615812
5238,OMIM:615816
23325,OMIM:615817
2645,OMIM:606176
10273,OMIM:618093
1690,OMIM:618094
815,OMIM:618095
57697,OMIM:618096
80856,OMIM:618090
6691,OMIM:618091
215,OMIM:300100
64919,OMIM:618092
633,OMIM:300106
7156,OMIM:618097
7156,OMIM:618098
6885,OMIM:157800
84300,OMIM:615824
6399,OMIM:313400
1832,OMIM:615821
10522,OMIM:615828
27245,OMIM:615829
6234,OMIM:606164
2512,OMIM:606159
4593,OMIM:208150
5566,OMIM:615830
157657,OMIM:614500
26053,OMIM:615834
5376,OMIM:118220
3035,OMIM:614504
79753,OMIM:614501
25977,OMIM:615833
90624,OMIM:615838
1650,OMIM:614507
8557,OMIM:607487
5888,OMIM:614508
1378,OMIM:607486
29914,OMIM:121800
643226,OMIM:615837
80704,OMIM:607483
8048,OMIM:607482
2896,OMIM:607485
4036,OMIM:222448
3861,OMIM:161000
23095,OMIM:118210
6875,OMIM:615841
84225,OMIM:615842
5627,OMIM:614514
64135,OMIM:615846
1910,OMIM:277580
2736,OMIM:615849
6017,OMIM:607476
1282,OMIM:614519
1284,OMIM:614519
6017,OMIM:607475
25913,OMIM:615848
760,OMIM:259730
79001,OMIM:607473
8813,OMIM:608799
4359,OMIM:118200
9652,OMIM:222470
3717,OMIM:614521
55275,OMIM:615851
2146,OMIM:277590
1302,OMIM:614524
51079,OMIM:607464
85440,OMIM:615859
7045,OMIM:121820
28962,OMIM:259720
360,OMIM:607457
3239,OMIM:186300
56652,OMIM:607459
5428,OMIM:607459
80331,OMIM:162350
29123,OMIM:148050
23093,OMIM:615860
8694,OMIM:615863
2013,OMIM:615861
51134,OMIM:615862
3679,OMIM:613204
57165,OMIM:613206
6664,OMIM:615866
4000,OMIM:613205
339453,OMIM:607454
152137,OMIM:607453
54704,OMIM:608782
1832,OMIM:607450
6524,OMIM:233100
5080,OMIM:106210
7490,OMIM:106210
8600,OMIM:259710
2261,OMIM:187601
5979,OMIM:162300
2261,OMIM:187600
91949,OMIM:608779
7351,OMIM:607447
348980,OMIM:615871
256764,OMIM:613211
10309,OMIM:615872
117581,OMIM:227260
23394,OMIM:615873
9414,OMIM:615878
2186,OMIM:148000
3569,OMIM:148000
1788,OMIM:615879
4072,OMIM:613217
10586,OMIM:615877
1555,OMIM:614546
4308,OMIM:613216
79796,OMIM:608776
6315,OMIM:608768
724066,OMIM:608768
1822,OMIM:125370
7306,OMIM:203290
51129,OMIM:615881
5160,OMIM:312170
6144,OMIM:615885
6606,OMIM:253550
84876,OMIM:615883
4893,OMIM:613224
83479,OMIM:174300
7096,OMIM:613223
57505,OMIM:615889
6334,OMIM:614558
50,OMIM:614559
2162,OMIM:613225
123041,OMIM:615887
10235,OMIM:615888
55033,OMIM:614557
767,OMIM:613227
5048,OMIM:607432
114798,OMIM:613229
4633,OMIM:608758
27235,OMIM:607426
54840,OMIM:607426
727676,OMIM:614561
24137,OMIM:313490
112802,OMIM:615896
440435,OMIM:614565
1503,OMIM:615897
1778,OMIM:614563
2165,OMIM:613235
10616,OMIM:615895
545,OMIM:614564
64423,OMIM:613237
100134444,OMIM:613239
4634,OMIM:608751
51185,OMIM:607417
3479,OMIM:608747
4000,OMIM:151660
4007,OMIM:308905
6521,OMIM:112010
57511,OMIM:614576
4072,OMIM:613244
7134,OMIM:613243
5981,OMIM:614575
71,OMIM:614583
4624,OMIM:613251
11222,OMIM:614582
4624,OMIM:613252
7414,OMIM:613255
3458,OMIM:613254
7249,OMIM:613254
5333,OMIM:151600
219285,OMIM:252270
4148,OMIM:608728
54880,OMIM:300166
162514,OMIM:614594
10699,OMIM:614595
2263,OMIM:614592
6663,OMIM:613266
1908,OMIM:613265
3098,OMIM:235700
207,OMIM:176920
83959,OMIM:613268
6925,OMIM:613267
617,OMIM:124000
259266,OMIM:608716
6935,OMIM:613270
7157,OMIM:151623
56916,OMIM:136000
87178,OMIM:608703
11141,OMIM:300143
55532,OMIM:613280
6521,OMIM:112050
1968,OMIM:300148
3832,OMIM:152950
7137,OMIM:613286
389207,OMIM:613285
84823,OMIM:608709
16,OMIM:613287
6662,OMIM:278850
5745,OMIM:125350
5795,OMIM:114500
324,OMIM:114500
207,OMIM:114500
5290,OMIM:114500
701,OMIM:114500
7157,OMIM:114500
8313,OMIM:114500
10395,OMIM:114500
27030,OMIM:114500
581,OMIM:114500
699,OMIM:114500
1630,OMIM:114500
4163,OMIM:114500
7097,OMIM:114500
1499,OMIM:114500
201163,OMIM:114500
5782,OMIM:114500
595,OMIM:114500
2261,OMIM:114500
5157,OMIM:114500
2033,OMIM:114500
25788,OMIM:114500
4893,OMIM:114500
6790,OMIM:114500
6714,OMIM:114500
673,OMIM:114500
5320,OMIM:114500
282996,OMIM:613172
5350,OMIM:609909
8425,OMIM:613177
4860,OMIM:613179
1736,OMIM:305000
1184,OMIM:308990
64220,OMIM:601186
4000,OMIM:181350
249,OMIM:241500
1476,OMIM:254800
6440,OMIM:610913
64175,OMIM:610915
83696,OMIM:613192
7439,OMIM:613194
123872,OMIM:613193
170691,OMIM:613195
9469,OMIM:143095
4853,OMIM:102500
7391,OMIM:602491
2074,OMIM:278800
21,OMIM:610921
5832,OMIM:601162
157680,OMIM:216550
1380,OMIM:610927
6331,OMIM:601154
2645,OMIM:602485
1282,OMIM:180000
1301,OMIM:228520
153201,OMIM:138500
10861,OMIM:167030
7428,OMIM:193300
595,OMIM:193300
9927,OMIM:601152
2773,OMIM:602483
2296,OMIM:602482
477,OMIM:602481
948,OMIM:610938
610,OMIM:602477
1789,OMIM:242860
6331,OMIM:601144
142680,OMIM:241530
4948,OMIM:227220
8924,OMIM:227220
5159,OMIM:228550
1075,OMIM:170650
999,OMIM:167000
1499,OMIM:167000
2064,OMIM:167000
4978,OMIM:167000
207,OMIM:167000
5290,OMIM:167000
5071,OMIM:167000
23474,OMIM:602473
4040,OMIM:610947
145258,OMIM:602471
3239,OMIM:113200
5216,OMIM:621600
256471,OMIM:610951
7276,OMIM:145680
6925,OMIM:610954
8842,OMIM:603786
57724,OMIM:242840
5459,OMIM:602459
249,OMIM:241510
161357,OMIM:621608
51151,OMIM:227240
6683,OMIM:182601
51062,OMIM:182600
2072,OMIM:610965
387733,OMIM:610967
60681,OMIM:610968
64421,OMIM:602450
10195,OMIM:601110
255738,OMIM:603776
51645,OMIM:619301
51362,OMIM:619302
91137,OMIM:619303
1758,OMIM:241520
51013,OMIM:619304
55770,OMIM:619306
7080,OMIM:610978
846,OMIM:239200
83893,OMIM:102530
2263,OMIM:101200
23064,OMIM:602433
4137,OMIM:601104
5898,OMIM:619311
23013,OMIM:619312
55388,OMIM:619313
1075,OMIM:245010
6477,OMIM:619314
51728,OMIM:619310
9620,OMIM:619319
1317,OMIM:620306
7068,OMIM:145650
6091,OMIM:620305
6323,OMIM:619317
6091,OMIM:620303
6650,OMIM:619318
3426,OMIM:610984
3032,OMIM:620300
4049,OMIM:610988
221496,OMIM:619322
23102,OMIM:619323
84699,OMIM:619324
29998,OMIM:619325
23030,OMIM:619320
8882,OMIM:619321
402569,OMIM:620319
7453,OMIM:620317
8893,OMIM:620315
1363,OMIM:619326
29968,OMIM:610992
157922,OMIM:620316
6329,OMIM:168300
8891,OMIM:620313
5010,OMIM:619328
8890,OMIM:620314
1289,OMIM:619329
8626,OMIM:620311
8892,OMIM:620312
10481,OMIM:610997
6263,OMIM:620310
4166,OMIM:217800
25929,OMIM:619333
4703,OMIM:619334
79955,OMIM:618003
23221,OMIM:618004
2530,OMIM:618005
165,OMIM:618000
10082,OMIM:258315
11080,OMIM:620326
7965,OMIM:618006
400569,OMIM:620327
84188,OMIM:619338
1147,OMIM:619339
26999,OMIM:618008
9969,OMIM:618009
714,OMIM:620322
4141,OMIM:620323
1285,OMIM:620320
713,OMIM:620321
27032,OMIM:169600
6768,OMIM:602400
5428,OMIM:157640
54845,OMIM:618013
26276,OMIM:208085
2661,OMIM:618014
10845,OMIM:618015
23522,OMIM:603736
4905,OMIM:619340
5283,OMIM:618010
1075,OMIM:245000
84896,OMIM:618011
2705,OMIM:302800
523,OMIM:618012
1558,OMIM:618018
3930,OMIM:618019
126206,OMIM:620333
1280,OMIM:183900
91039,OMIM:620331
55655,OMIM:620332
64864,OMIM:620330
161497,OMIM:603720
4629,OMIM:619350
51241,OMIM:619355
5281,OMIM:619356
3795,OMIM:229800
5977,OMIM:618027
4629,OMIM:619351
5457,OMIM:619352
340419,OMIM:618021
340419,OMIM:618022
5702,OMIM:619354
5019,OMIM:245050
388531,OMIM:620344
9094,OMIM:620342
51684,OMIM:620343
5340,OMIM:619360
284,OMIM:619361
26509,OMIM:619366
64711,OMIM:619367
476,OMIM:618036
2629,OMIM:230800
285,OMIM:619369
25802,OMIM:619362
79977,OMIM:618031
3827,OMIM:619363
10398,OMIM:619365
539,OMIM:620359
51703,OMIM:620357
1200,OMIM:204500
498,OMIM:620358
56171,OMIM:620356
10566,OMIM:620353
7802,OMIM:620354
6329,OMIM:620351
1759,OMIM:620352
6261,OMIM:145600
6123,OMIM:619371
3554,OMIM:259680
55898,OMIM:619377
375307,OMIM:619379
51371,OMIM:618048
6571,OMIM:618049
23154,OMIM:619373
4938,OMIM:618042
3937,OMIM:619374
8651,OMIM:619375
1984,OMIM:619376
4157,OMIM:203200
4948,OMIM:203200
25913,OMIM:620368
6329,OMIM:620369
6522,OMIM:620366
25913,OMIM:620367
2683,OMIM:620364
92345,OMIM:620365
5076,OMIM:120330
200162,OMIM:619380
5965,OMIM:620370
6850,OMIM:619381
11011,OMIM:618050
129285,OMIM:619383
57538,OMIM:618052
1066,OMIM:618057
6913,OMIM:260660
27072,OMIM:619389
5888,OMIM:157600
1630,OMIM:157600
9423,OMIM:157600
9054,OMIM:619386
341208,OMIM:261990
221927,OMIM:618056
267,OMIM:620379
3156,OMIM:620375
4067,OMIM:620376
27199,OMIM:620374
90952,OMIM:620371
10861,OMIM:620372
81609,OMIM:621591
3690,OMIM:619271
4702,OMIM:619272
27183,OMIM:619273
9131,OMIM:300232
81555,OMIM:619278
27316,OMIM:300238
2131,OMIM:133700
7384,OMIM:619279
9568,OMIM:188890
6531,OMIM:188890
1548,OMIM:188890
1137,OMIM:188890
2132,OMIM:133701
80000,OMIM:619274
59341,OMIM:606071
9782,OMIM:606070
859,OMIM:606072
347734,OMIM:620269
58,OMIM:620265
4892,OMIM:621595
9690,OMIM:620270
5293,OMIM:619281
2316,OMIM:300244
10479,OMIM:300243
374654,OMIM:200990
9442,OMIM:619286
58,OMIM:620278
84140,OMIM:606068
56246,OMIM:607398
991,OMIM:620276
64518,OMIM:620277
30061,OMIM:606069
1353,OMIM:620275
5298,OMIM:620281
3604,OMIM:620282
